index,id,image_url,imdb_rating,imdb_votes,number_in_season,number_in_series,original_air_date,original_air_year,production_code,season,title,us_viewers_in_millions,video_url,views
115,311,http://static-media.fxx.com/img/FX_Networks_-_FXX/971/99/Simpsons_Brake_My_Wife.jpg,6.9,570.0,20,311,2003-05-11,2003,EABF15,14,"Brake My Wife, Please",10.56,http://www.simpsonsworld.com/video/229724227970,47288.0
116,313,http://static-media.fxx.com/img/FX_Networks_-_FXX/744/123/Simpsons_Moe_Baby_Blues.jpg,7.7,697.0,22,313,2003-05-18,2003,EABF17,14,Moe Baby Blues,13.44,http://www.simpsonsworld.com/video/228412483812,45931.0
117,315,http://static-media.fxx.com/img/FX_Networks_-_FXX/745/175/My_Mother_the_Carjacker.jpg,7.3,595.0,2,315,2003-11-09,2003,EABF18,15,My Mother the Carjacker,12.4,http://www.simpsonsworld.com/video/227339843917,34590.0
118,318,http://static-media.fxx.com/img/FX_Networks_-_FXX/760/314/The_Fat_and_the_Furriest.jpg,7.2,586.0,5,318,2003-11-30,2003,EABF19,15,The Fat and the Furriest,11.7,http://www.simpsonsworld.com/video/227355715580,39180.0
119,320,http://static-media.fxx.com/img/FX_Networks_-_FXX/769/99/Simpsons_15_07.jpg,7.2,588.0,7,320,2003-12-14,2003,FABF02,15,'Tis the Fifteenth Season,11.3,http://www.simpsonsworld.com/video/227364931670,40667.0
120,322,http://static-media.fxx.com/img/FX_Networks_-_FXX/780/334/I_Annoyed_Grunt_Bot.jpg,7.3,607.0,9,322,2004-01-11,2004,FABF04,15,"I, (Annoyed Grunt)-bot",16.3,http://www.simpsonsworld.com/video/227376707538,42776.0
121,326,http://static-media.fxx.com/img/FX_Networks_-_FXX/596/599/Simpsons_15_14.jpg,7.1,589.0,13,326,2004-02-22,2004,FABF09,15,Smart & Smarter,12.6,http://www.simpsonsworld.com/video/229331523584,43969.0
122,328,http://static-media.fxx.com/img/FX_Networks_-_FXX/801/831/Co_Dependents_Day.jpg,6.9,560.0,15,328,2004-03-21,2004,FABF10,15,Co-Dependents' Day,11.2,http://www.simpsonsworld.com/video/227399235673,47246.0
123,331,http://static-media.fxx.com/img/FX_Networks_-_FXX/817/447/Simpsons_15_19.jpg,7.0,609.0,18,331,2004-04-25,2004,FABF14,15,Catch 'Em If You Can,9.3,http://www.simpsonsworld.com/video/227415619717,47274.0
124,333,http://static-media.fxx.com/img/FX_Networks_-_FXX/735/915/The_Way_We_Werent.jpg,7.3,587.0,20,333,2004-05-09,2004,FABF13,15,The Way We Weren't,6.6,http://www.simpsonsworld.com/video/227330115859,43128.0
125,335,http://static-media.fxx.com/img/FX_Networks_-_FXX/807/687/Fraudcast_News.jpg,7.2,553.0,22,335,2004-05-23,2004,FABF18,15,Fraudcast News,9.2,http://www.simpsonsworld.com/video/227405379707,44954.0
126,338,http://static-media.fxx.com/img/FX_Networks_-_FXX/135/187/Sleeping_with_the_Enemy.jpg,7.1,556.0,3,338,2004-11-21,2004,FABF19,16,Sleeping with the Enemy,9.95,http://www.simpsonsworld.com/video/256764995911,40958.0
127,340,http://static-media.fxx.com/img/FX_Networks_-_FXX/129/831/Fat_Man_and_Little_Roy.jpg,7.1,539.0,5,340,2004-12-12,2004,FABF21,16,Fat Man and Little Boy,10.31,http://www.simpsonsworld.com/video/256759363799,44210.0
128,342,http://static-media.fxx.com/img/FX_Networks_-_FXX/175/726/Mommie_Beerest.jpg,7.0,523.0,7,342,2005-01-30,2005,GABF01,16,Mommie Beerest,9.97,http://www.simpsonsworld.com/video/256807491582,46256.0
129,345,http://static-media.fxx.com/img/FX_Networks_-_FXX/189/891/Theres_Something_About_Marrying.jpg,7.1,580.0,10,345,2005-02-20,2005,GABF04,16,There's Something About Marrying,10.39,http://www.simpsonsworld.com/video/256822339660,49371.0
130,347,http://static-media.fxx.com/img/FX_Networks_-_FXX/279/698/Simpsons_16_12.jpg,7.0,586.0,12,347,2005-03-13,2005,GABF06,16,Goo Goo Gai Pan,10.28,http://www.simpsonsworld.com/video/264432707575,44914.0
131,349,http://static-media.fxx.com/img/FX_Networks_-_FXX/953/827/The_Seven_Beer_Snitch.jpg,6.9,535.0,14,349,2005-04-03,2005,GABF08,16,The Seven-Beer Snitch,7.48,http://www.simpsonsworld.com/video/260844611804,45174.0
132,352,http://static-media.fxx.com/img/FX_Networks_-_FXX/64/859/The_Heartbroke_Kid.jpg,7.2,562.0,17,352,2005-05-01,2005,GABF11,16,The Heartbroke Kid,10.79,http://www.simpsonsworld.com/video/264207427808,50610.0
133,354,http://static-media.fxx.com/img/FX_Networks_-_FXX/74/119/Thank_God_Its_Doomsday.jpg,7.3,575.0,19,354,2005-05-08,2005,GABF14,16,Thank God It's Doomsday,10.05,http://www.simpsonsworld.com/video/264217155650,46504.0
134,357,http://static-media.fxx.com/img/FX_Networks_-_FXX/737/99/bonfire_manatees.jpg,6.3,618.0,1,357,2005-09-11,2005,GABF18,17,The Bonfire of the Manatees,11.1,http://www.simpsonsworld.com/video/273502275982,33933.0
135,75,http://static-media.fxx.com/img/FX_Networks_-_FXX/214/847/Simpsons_04_16_Duffless.jpg,8.3,1209.0,16,75,1993-02-18,1993,9F14,4,Duffless,25.7,http://www.simpsonsworld.com/video/277249603926,84874.0
136,363,http://static-media.fxx.com/img/FX_Networks_-_FXX/570/651/the_last_of_red_hat.jpg,6.7,560.0,7,363,2005-11-27,2005,GABF22,17,The Last of the Red Hat Mamas,11.46,http://www.simpsonsworld.com/video/279770179721,39577.0
137,365,http://static-media.fxx.com/img/FX_Networks_-_FXX/249/951/simpsons_christmas.jpg,6.9,553.0,9,365,2005-12-18,2005,HABF01,17,Simpsons Christmas Stories,9.8,http://www.simpsonsworld.com/video/256885315702,43082.0
138,368,http://static-media.fxx.com/img/FX_Networks_-_FXX/78/982/Simpsons_17_12.jpg,6.4,597.0,12,368,2006-02-26,2006,HABF05,17,My Fair Laddy,9.51,http://www.simpsonsworld.com/video/307171907536,39745.0
139,370,http://static-media.fxx.com/img/FX_Networks_-_FXX/84/966/bart_has_two_mommies.jpg,7.0,558.0,14,370,2006-03-19,2006,HABF07,17,Bart Has Two Mommies,8.75,http://www.simpsonsworld.com/video/277113411511,44012.0
140,372,http://static-media.fxx.com/img/FX_Networks_-_FXX/851/995/million_dollar_abie.jpg,6.6,577.0,16,372,2006-04-02,2006,HABF09,17,Million-Dollar Abie,7.83,http://www.simpsonsworld.com/video/292950083730,42303.0
141,376,http://static-media.fxx.com/img/FX_Networks_-_FXX/96/178/regardgin_marge.jpg,6.7,558.0,20,376,2006-05-07,2006,HABF13,17,Regarding Margie,8.5,http://www.simpsonsworld.com/video/277125187506,43162.0
142,379,http://static-media.fxx.com/img/FX_Networks_-_FXX/860/778/the_mook_the_chef.jpg,7.5,754.0,1,379,2006-09-10,2006,HABF15,18,"The Mook, the Chef, the Wife and Her Homer",11.5,http://www.simpsonsworld.com/video/292959299559,41321.0
143,381,http://static-media.fxx.com/img/FX_Networks_-_FXX/280/307/please_homer_dont_hammer.jpg,6.8,623.0,3,381,2006-09-24,2006,HABF20,18,"Please Homer, Don't Hammer 'Em",9.72,http://www.simpsonsworld.com/video/283760707876,41865.0
144,383,http://static-media.fxx.com/img/FX_Networks_-_FXX/655/383/G.I..jpg,6.9,656.0,5,383,2006-11-12,2006,HABF21,18,G.I. (Annoyed Grunt),11.43,http://www.simpsonsworld.com/video/283080259896,42160.0
145,385,http://static-media.fxx.com/img/FX_Networks_-_FXX/843/686/ice_cream_of_margie.jpg,7.0,603.0,7,385,2006-11-26,2006,HABF22,18,Ice Cream of Margie (with the Light Blue Hair),10.9,http://www.simpsonsworld.com/video/292941379558,43032.0
146,387,http://static-media.fxx.com/img/FX_Networks_-_FXX/593/99/kill_gil.jpg,6.4,624.0,9,387,2006-12-17,2006,JABF01,18,"Kill Gil, Volumes I & II",8.96,http://www.simpsonsworld.com/video/279793731867,43700.0
147,390,http://static-media.fxx.com/img/FX_Networks_-_FXX/145/147/Simpsons_18_11_Little_Big_Girl.jpg,7.0,672.0,12,390,2007-02-11,2007,JABF04,18,Little Big Girl,8.27,http://www.simpsonsworld.com/video/310462531619,52730.0
148,392,http://static-media.fxx.com/img/FX_Networks_-_FXX/82/386/Simpsons_18_16_Yokel_Cords.jpg,7.1,644.0,14,392,2007-03-04,2007,JABF09,18,Yokel Chords,9.09,http://www.simpsonsworld.com/video/307175491532,41561.0
149,394,http://static-media.fxx.com/img/FX_Networks_-_FXX/863/707/homerazzi.jpg,7.2,610.0,16,394,2007-03-25,2007,JABF06,18,Homerazzi,6.91,http://www.simpsonsworld.com/video/292962371807,42602.0
150,397,http://static-media.fxx.com/img/FX_Networks_-_FXX/172/499/crook_and_ladder.jpg,7.1,542.0,19,397,2007-05-06,2007,JABF13,18,Crook and Ladder,7.72,http://www.simpsonsworld.com/video/310491203943,46262.0
151,399,http://static-media.fxx.com/img/FX_Networks_-_FXX/865/158/Simpsons_18_21_24_minutes_1280x720_335187523533.jpg,8.1,1179.0,21,399,2007-05-20,2007,JABF14,18,24 Minutes,9.8,http://www.simpsonsworld.com/video/292963907577,45026.0
152,402,http://static-media.fxx.com/img/FX_Networks_-_FXX/584/299/the_homner_of_seville.jpg,6.7,684.0,2,402,2007-09-30,2007,JABF18,19,The Homer of Seville,8.4,http://www.simpsonsworld.com/video/350651459856,33792.0
153,406,http://static-media.fxx.com/img/FX_Networks_-_FXX/58/767/little_orphan_millie.jpg,6.7,591.0,6,406,2007-11-11,2007,JABF22,19,Little Orphan Millie,10.57,http://www.simpsonsworld.com/video/302855747799,39369.0
154,408,http://static-media.fxx.com/img/FX_Networks_-_FXX/141/743/funeral_for_a_fiend.jpg,7.1,673.0,8,408,2007-11-25,2007,KABF01,19,Funeral for a Fiend,9.0,http://www.simpsonsworld.com/video/310458947589,42596.0
155,410,http://static-media.fxx.com/img/FX_Networks_-_FXX/85/814/E_pluribis_wiggum.jpg,6.9,633.0,10,410,2008-01-06,2008,KABF03,19,E Pluribus Wiggum,8.2,http://www.simpsonsworld.com/video/307179075535,44512.0
156,413,http://static-media.fxx.com/img/FX_Networks_-_FXX/52/911/the_debarted.jpg,7.7,788.0,13,413,2008-03-02,2008,KABF06,19,The Debarted,8.18,http://www.simpsonsworld.com/video/302849603730,42141.0
157,415,http://static-media.fxx.com/img/FX_Networks_-_FXX/159/310/smoke_on_the_daughter.jpg,6.7,580.0,15,415,2008-03-30,2008,KABF08,19,Smoke on the Daughter,7.1,http://www.simpsonsworld.com/video/310477379554,41735.0
158,417,http://static-media.fxx.com/img/FX_Networks_-_FXX/50/959/apocalypse_cow.jpg,6.9,601.0,17,417,2008-04-27,2008,KABF10,19,Apocalypse Cow,7.69,http://www.simpsonsworld.com/video/302847555768,41118.0
159,419,http://static-media.fxx.com/img/FX_Networks_-_FXX/92/678/Simpsons_19_19.jpg,7.1,613.0,19,419,2008-05-11,2008,KABF12,19,Mona Leaves-a,6.02,http://www.simpsonsworld.com/video/299670083511,39443.0
160,422,http://static-media.fxx.com/img/FX_Networks_-_FXX/563/71/lost_verizon.jpg,6.9,681.0,2,422,2008-10-05,2008,KABF15,20,Lost Verizon,7.43,http://www.simpsonsworld.com/video/304458307742,38186.0
161,424,http://static-media.fxx.com/img/FX_Networks_-_FXX/387/859/treehouse.jpg,7.1,757.0,4,424,2008-11-02,2008,KABF16,20,Treehouse of Horror XIX,12.48,http://www.simpsonsworld.com/video/691895363987,21509.0
162,77,http://static-media.fxx.com/img/FX_Networks_-_FXX/695/327/Simpsons_04_19.jpg,7.2,1105.0,18,77,1993-04-01,1993,9F17,4,So It's Come to This: A Simpsons Clip Show,25.5,http://www.simpsonsworld.com/video/305670723781,49139.0
163,433,http://static-media.fxx.com/img/FX_Networks_-_FXX/286/923/gone_maggie_gone.jpg,7.2,652.0,13,433,2009-03-15,2009,LABF04,20,Gone Maggie Gone,5.99,http://www.simpsonsworld.com/video/273030211958,43663.0
164,438,http://static-media.fxx.com/img/FX_Networks_-_FXX/325/487/father_knows_worst.jpg,7.0,554.0,18,438,2009-04-26,2009,LABF08,20,Father Knows Worst,5.94,http://www.simpsonsworld.com/video/273070659848,42390.0
165,440,http://static-media.fxx.com/img/FX_Networks_-_FXX/956/343/four_great_women_and_manicure.jpg,6.3,591.0,20,440,2009-05-10,2009,LABF09,20,Four Great Women and a Manicure,5.16,http://www.simpsonsworld.com/video/273732163923,44718.0
166,442,http://static-media.fxx.com/img/FX_Networks_-_FXX/111/719/Simpsons_21_01.jpg,7.1,698.0,1,442,2009-09-27,2009,LABF13,21,Homer the Whopper,8.31,http://www.simpsonsworld.com/video/250297923589,39936.0
167,448,http://static-media.fxx.com/img/FX_Networks_-_FXX/120/503/Simpsons_21_07.jpg,6.8,529.0,7,448,2009-11-29,2009,LABF19,21,Rednecks and Broomsticks,9.02,http://www.simpsonsworld.com/video/250307139830,37909.0
168,450,http://static-media.fxx.com/img/FX_Networks_-_FXX/180/63/Thursdays_with_Abie.jpg,6.8,481.0,9,450,2010-01-03,2010,MABF02,21,Thursdays with Abie,8.65,http://www.simpsonsworld.com/video/250369603964,36227.0
169,452,http://static-media.fxx.com/img/FX_Networks_-_FXX/603/859/Simpsons_21_11.jpg,7.1,532.0,11,452,2010-01-31,2010,MABF03,21,Million Dollar Maybe,5.11,http://www.simpsonsworld.com/video/279804995696,40854.0
170,455,http://static-media.fxx.com/img/FX_Networks_-_FXX/200/83/Postcards_from_the_Wedge.jpg,7.1,480.0,14,455,2010-03-14,2010,MABF04,21,Postcards from the Wedge,5.23,http://www.simpsonsworld.com/video/250390595937,41357.0
171,457,http://static-media.fxx.com/img/FX_Networks_-_FXX/607/763/The_Greatest_Story_Ever_D_Ohed.jpg,5.7,675.0,16,457,2010-03-28,2010,MABF10,21,The Greatest Story Ever D'ohed,5.69,http://www.simpsonsworld.com/video/279809091713,44070.0
172,462,http://static-media.fxx.com/img/FX_Networks_-_FXX/392/474/Simpsons_21_21.jpg,6.9,491.0,21,462,2010-05-09,2010,MABF13,21,Moe Letter Blues,5.66,http://www.simpsonsworld.com/video/250592323527,40904.0
173,464,http://static-media.fxx.com/img/FX_Networks_-_FXX/571/375/Simpsons_21_23.jpg,6.6,507.0,23,464,2010-05-23,2010,MABF15,21,Judge Me Tender,5.74,http://www.simpsonsworld.com/video/255074883631,41830.0
174,466,http://static-media.fxx.com/img/FX_Networks_-_FXX/438/959/Simpsons_22_02.jpg,6.8,506.0,2,466,2010-10-03,2010,MABF17,22,Loan-a Lisa,8.59,http://www.simpsonsworld.com/video/263525955686,35051.0
175,469,http://static-media.fxx.com/img/FX_Networks_-_FXX/452/622/Simpsons_22_05.jpg,7.2,482.0,5,469,2010-11-14,2010,MABF20,22,"Lisa Simpson, This Isn't Your Life",8.97,http://www.simpsonsworld.com/video/263540291528,40637.0
176,472,http://static-media.fxx.com/img/FX_Networks_-_FXX/462/883/TheFightBeforeChristmas.jpg,6.9,564.0,8,472,2010-12-05,2010,MABF22,22,The Fight Before Christmas,9.54,http://www.simpsonsworld.com/video/263551043814,43781.0
177,473,http://static-media.fxx.com/img/FX_Networks_-_FXX/482/903/DonnieFatso.jpg,7.0,528.0,9,473,2010-12-12,2010,MABF19,22,Donnie Fatso,7.18,http://www.simpsonsworld.com/video/263572035826,40276.0
178,476,http://static-media.fxx.com/img/FX_Networks_-_FXX/217/719/Simpsons_22_12.jpg,7.0,486.0,12,476,2011-01-23,2011,NABF05,22,Homer the Father,6.5,http://www.simpsonsworld.com/video/256851523744,42691.0
179,478,http://static-media.fxx.com/img/FX_Networks_-_FXX/322/851/Simpsons_22_14.jpg,7.2,559.0,14,478,2011-02-20,2011,NABF07,22,Angry Dad: The Movie,6.35,http://www.simpsonsworld.com/video/254814275630,42693.0
180,480,http://static-media.fxx.com/img/FX_Networks_-_FXX/330/159/Simpsons_22_16.jpg,6.1,481.0,16,480,2011-03-13,2011,NABF09,22,A Midsummer's Nice Dream,5.44,http://www.simpsonsworld.com/video/254821955889,38893.0
181,482,http://static-media.fxx.com/img/FX_Networks_-_FXX/372/651/Simpsons_22_18.jpg,7.0,491.0,18,482,2011-04-10,2011,NABF11,22,The Great Simpsina,4.99,http://www.simpsonsworld.com/video/254866499808,41560.0
182,485,http://static-media.fxx.com/img/FX_Networks_-_FXX/386/315/Simpsons_22_21.jpg,7.3,505.0,21,485,2011-05-15,2011,NABF14,22,500 Keys,6.0,http://www.simpsonsworld.com/video/254880835816,46660.0
183,487,http://static-media.fxx.com/img/FX_Networks_-_FXX/751/263/TheFalconandtheDohman.jpg,7.2,672.0,1,487,2011-09-25,2011,NABF16,23,The Falcon and the D'ohman,8.08,http://www.simpsonsworld.com/video/273517123847,39209.0
184,489,http://static-media.fxx.com/img/FX_Networks_-_FXX/680/507/reehouseofHorrorXXII.jpg,6.6,654.0,3,489,2011-10-30,2011,NABF19,23,Treehouse of Horror XXII,8.1,http://www.simpsonsworld.com/video/230493251807,63816.0
185,491,http://static-media.fxx.com/img/FX_Networks_-_FXX/184/682/TheFoodWife.jpg,7.2,562.0,5,491,2011-11-13,2011,NABF20,23,The Food Wife,7.5,http://www.simpsonsworld.com/video/233194563539,42746.0
186,494,http://static-media.fxx.com/img/FX_Networks_-_FXX/702/479/TheTenPerCentSolution.jpg,6.2,476.0,8,494,2011-12-04,2011,PABF02,23,The Ten-Per-Cent Solution,9.01,http://www.simpsonsworld.com/video/230516291714,39002.0
187,496,http://static-media.fxx.com/img/FX_Networks_-_FXX/733/735/Simpsons_23_10.jpg,6.1,549.0,10,496,2012-01-08,2012,PABF03,23,"Politically Inept, with Homer Simpson",5.07,http://www.simpsonsworld.com/video/230549059731,44074.0
188,498,http://static-media.fxx.com/img/FX_Networks_-_FXX/738/115/Simpsons_23_12.jpg,5.7,562.0,12,498,2012-01-29,2012,PABF05,23,Moe Goes from Rags to Riches,5.12,http://www.simpsonsworld.com/video/230553667901,39838.0
189,447,,6.7,543.0,6,447,2009-11-22,2009,LABF18,21,Pranks and Greens,7.03,,
190,91,http://static-media.fxx.com/img/FX_Networks_-_FXX/684/590/Simpsons_05_10.jpg,8.5,1274.0,10,91,1993-12-16,1993,1F08,5,"$pringfield (or, How I Learned to Stop Worrying and Love Legalized Gambling)",17.9,http://www.simpsonsworld.com/video/305659459565,82216.0
191,504,http://static-media.fxx.com/img/FX_Networks_-_FXX/838/515/Beware_my_cheating.jpg,7.1,470.0,18,504,2012-04-15,2012,PABF11,23,Beware My Cheating Bart,4.86,http://www.simpsonsworld.com/video/311189571768,43422.0
192,506,http://static-media.fxx.com/img/FX_Networks_-_FXX/771/823/TheSpyWhoLearnedMe.jpg,6.9,405.0,20,506,2012-05-06,2012,PABF13,23,The Spy Who Learned Me,4.84,http://www.simpsonsworld.com/video/230588995967,43544.0
193,508,http://static-media.fxx.com/img/FX_Networks_-_FXX/180/779/LisaGoesGaga.jpg,4.5,1215.0,22,508,2012-05-20,2012,PABF14,23,Lisa Goes Gaga,4.82,http://www.simpsonsworld.com/video/233190467851,44434.0
194,513,http://static-media.fxx.com/img/FX_Networks_-_FXX/481/391/Penny_Wiseguys.jpg,6.3,426.0,5,513,2012-11-18,2012,PABF19,24,Penny-Wiseguys,5.06,http://www.simpsonsworld.com/video/221694531617,36897.0
195,516,http://static-media.fxx.com/img/FX_Networks_-_FXX/217/651/To_Cur_with_Love.jpg,7.2,441.0,8,516,2012-12-16,2012,RABF01,24,To Cur with Love,3.77,http://www.simpsonsworld.com/video/222491715618,40726.0
196,518,http://static-media.fxx.com/img/FX_Networks_-_FXX/119/3/A_Test_Before_Trying.jpg,7.0,408.0,10,518,2013-01-13,2013,RABF03,24,A Test Before Trying,5.04,http://www.simpsonsworld.com/video/222388291945,41542.0
197,520,http://static-media.fxx.com/img/FX_Networks_-_FXX/1009/710/Love_is_a_Many_Splintered_Thing.jpg,6.5,471.0,12,520,2013-02-10,2013,RABF07,24,Love is a Many-Splintered Thing,4.19,http://www.simpsonsworld.com/video/257681987573,41828.0
198,522,http://static-media.fxx.com/img/FX_Networks_-_FXX/1014/591/Gorgeous_Grampa.jpg,6.2,423.0,14,522,2013-03-03,2013,RABF06,24,Gorgeous Grampa,4.66,http://www.simpsonsworld.com/video/257687107857,39510.0
199,525,http://static-media.fxx.com/img/FX_Networks_-_FXX/26/226/What_Animated_Women_Want.jpg,6.5,425.0,17,525,2013-04-14,2013,RABF08,24,What Animated Women Want,4.11,http://www.simpsonsworld.com/video/257724483545,43471.0
200,527,http://static-media.fxx.com/img/FX_Networks_-_FXX/38/439/Whiskey_Business__009804.jpg,6.8,371.0,19,527,2013-05-05,2013,RABF13,24,Whiskey Business,4.43,http://www.simpsonsworld.com/video/257737283653,42810.0
201,531,http://static-media.fxx.com/img/FX_Networks_-_FXX/98/3/homer_land.jpg,7.0,635.0,1,531,2013-09-29,2013,RABF20,25,Homerland,6.37,http://www.simpsonsworld.com/video/307191875741,47531.0
202,534,http://static-media.fxx.com/img/FX_Networks_-_FXX/577/235/YOLO.jpg,6.7,489.0,4,534,2013-11-10,2013,RABF22,25,YOLO,4.2,http://www.simpsonsworld.com/video/304473155645,44551.0
203,536,http://static-media.fxx.com/img/FX_Networks_-_FXX/203/755/The_Kid_is_all_right.jpg,6.5,468.0,6,536,2013-11-24,2013,SABF02,25,The Kid Is All Right,6.78,http://www.simpsonsworld.com/video/310523971648,39590.0
204,538,http://static-media.fxx.com/img/FX_Networks_-_FXX/104/859/White%20Christmas%20Blues.jpg,6.5,449.0,8,538,2013-12-15,2013,SABF01,25,White Christmas Blues,8.48,http://www.simpsonsworld.com/video/307199043880,39290.0
205,541,http://static-media.fxx.com/img/FX_Networks_-_FXX/109/739/Specs_and_the_city.jpg,7.2,431.0,11,541,2014-01-26,2014,SABF06,25,Specs and the City,3.87,http://www.simpsonsworld.com/video/307204163997,44119.0
206,543,http://static-media.fxx.com/img/FX_Networks_-_FXX/112/667/Simpsons_25_13.jpg,6.7,468.0,13,543,2014-03-09,2014,SABF07,25,The Man Who Grew Too Much,3.75,http://www.simpsonsworld.com/video/307207235909,44512.0
207,545,http://static-media.fxx.com/img/FX_Networks_-_FXX/770/147/Simpsons_25_16.jpg,7.0,414.0,15,545,2014-03-23,2014,SABF10,25,The War of Art,3.98,http://www.simpsonsworld.com/video/311117891947,41726.0
208,547,http://static-media.fxx.com/img/FX_Networks_-_FXX/603/610/Simpsons_25_18.jpg,6.5,415.0,17,547,2014-04-06,2014,SABF12,25,Luca$,4.3,http://www.simpsonsworld.com/video/304500803520,45184.0
209,550,http://static-media.fxx.com/img/FX_Networks_-_FXX/889/791/brick_like_me.jpg,7.7,705.0,20,550,2014-05-04,2014,RABF21,25,Brick Like Me,4.39,http://www.simpsonsworld.com/video/311243331763,65613.0
210,552,http://static-media.fxx.com/img/FX_Networks_-_FXX/124/379/the_yellow_badge_of_cowardge.jpg,6.7,416.0,22,552,2014-05-18,2014,SABF18,25,The Yellow Badge of Cowardge,3.28,http://www.simpsonsworld.com/video/307219523604,46408.0
211,554,http://static-media.fxx.com/img/FX_Networks_-_FXX/947/391/Simpsons_26_02.jpg,6.9,490.0,2,554,2014-10-05,2014,SABF17,26,The Wreck of the Relationship,4.27,http://www.simpsonsworld.com/video/346737219924,38411.0
212,557,http://static-media.fxx.com/img/FX_Networks_-_FXX/309/823/TheSimpsons_SABF22_2500_1280x720_351438403698.jpg,6.3,442.0,5,557,2014-11-02,2014,SABF22,26,Opposites A-Frack,4.22,http://www.simpsonsworld.com/video/351437379941,36410.0
213,559,http://static-media.fxx.com/img/FX_Networks_-_FXX/571/1003/Simpsons_26_07.jpg,6.9,456.0,7,559,2014-11-16,2014,TABF01,26,Blazed and Confused,6.7,http://www.simpsonsworld.com/video/359228483622,43513.0
214,562,http://static-media.fxx.com/img/FX_Networks_-_FXX/752/215/TheSimpsons_RABF15_2500_1280x720_379818051609.jpg,6.8,578.0,10,562,2015-01-04,2015,RABF15,26,The Man Who Came to Be Dinner,10.62,http://www.simpsonsworld.com/video/379818563729,36622.0
215,564,http://static-media.fxx.com/img/FX_Networks_-_FXX/76/255/TheSimpsons_TABF04_2500_1280x720_388772419542.jpg,5.8,439.0,12,564,2015-01-25,2015,TABF04,26,The Musk Who Fell to Earth,3.29,http://www.simpsonsworld.com/video/388773443652,35848.0
216,570,http://static-media.fxx.com/img/FX_Networks_-_FXX/887/903/TheSimpsons_TABF11_1280x720_430425155986.jpg,6.7,334.0,18,570,2015-04-19,2015,TABF11,26,Peeping Mom,3.23,http://www.simpsonsworld.com/video/430426691868,40157.0
217,9,http://static-media.fxx.com/img/FX_Networks_-_FXX/132/587/Simpsons_01_11.jpg,7.5,1578.0,9,9,1990-03-18,1990,7G11,1,Life on the Fast Lane,33.5,http://www.simpsonsworld.com/video/280384579592,64776.0
218,11,http://static-media.fxx.com/img/FX_Networks_-_FXX/350/31/Simpsons_01_13.jpg,7.8,1539.0,11,11,1990-04-15,1990,7G13,1,The Crepes of Wrath,31.2,http://www.simpsonsworld.com/video/306382403766,60458.0
219,13,http://static-media.fxx.com/img/FX_Networks_-_FXX/669/155/Simpsons_01_01.jpg,7.9,1567.0,13,13,1990-05-13,1990,7G01,1,Some Enchanted Evening,27.1,http://www.simpsonsworld.com/video/274504771647,57590.0
220,15,http://static-media.fxx.com/img/FX_Networks_-_FXX/663/286/Simpsons_02_02.jpg,8.3,1588.0,2,15,1990-10-18,1990,7F02,2,Simpson and Delilah,29.9,http://www.simpsonsworld.com/video/260539971564,58553.0
221,16,http://static-media.fxx.com/img/FX_Networks_-_FXX/661/835/Simpsons_02_04.jpg,8.2,1786.0,3,16,1990-10-25,1990,7F04,2,Treehouse of Horror,27.4,http://www.simpsonsworld.com/video/260538435884,130282.0
222,18,http://static-media.fxx.com/img/FX_Networks_-_FXX/661/835/Simpsons_02_05.jpg,7.5,1381.0,5,18,1990-11-08,1990,7F05,2,Dancin' Homer,26.1,http://www.simpsonsworld.com/video/260538435888,49005.0
223,20,http://static-media.fxx.com/img/FX_Networks_-_FXX/662/811/Simpsons_02_07.jpg,7.7,1324.0,7,20,1990-11-22,1990,7F07,2,Bart vs. Thanksgiving,25.9,http://www.simpsonsworld.com/video/260539459701,47539.0
224,22,http://static-media.fxx.com/img/FX_Networks_-_FXX/661/835/Simpsons_02_09.jpg,8.1,1402.0,9,22,1990-12-20,1990,7F09,2,Itchy & Scratchy & Marge,22.2,http://www.simpsonsworld.com/video/260538435885,55413.0
225,25,http://static-media.fxx.com/img/FX_Networks_-_FXX/672/71/Simpsons_02_12__377251.jpg,8.2,1392.0,12,25,1991-01-31,1991,7F11,2,The Way We Was,26.8,http://www.simpsonsworld.com/video/260549187876,51182.0
226,27,http://static-media.fxx.com/img/FX_Networks_-_FXX/411/107/Simpsons_02_15.jpg,7.5,1241.0,14,27,1991-02-14,1991,7F15,2,Principal Charming,23.9,http://www.simpsonsworld.com/video/263496771968,46823.0
227,29,http://static-media.fxx.com/img/FX_Networks_-_FXX/361/699/bart.jpg,7.5,1264.0,16,29,1991-03-07,1991,7F14,2,"Bart's Dog Gets an ""F""",23.9,http://www.simpsonsworld.com/video/272034883946,47780.0
228,33,http://static-media.fxx.com/img/FX_Networks_-_FXX/366/579/the_war_of_simpsons.jpg,7.9,1246.0,20,33,1991-05-02,1991,7F20,2,The War of the Simpsons,19.7,http://www.simpsonsworld.com/video/272040003661,51997.0
229,573,http://static-media.fxx.com/img/FX_Networks_-_FXX/475/879/TheSimpsons_TABF15_1280x720_442878531850.jpg,6.8,335.0,21,573,2015-05-10,2015,TABF15,26,Bull-E,2.77,http://www.simpsonsworld.com/video/442879555692,43978.0
