Wk,Day,Date,Time,Home,xG_x,xG_y,Away,Attendance,Venue,Referee,game_id,Score_x,Score_y,Fouls_x,Corners_x,Crosses_x,Touches_x,Tackles_x,Interceptions_x,Aerials Won_x,Clearances_x,Offsides_x,Goal Kicks_x,Throw Ins_x,Long Balls_x,Fouls_y,Corners_y,Crosses_y,Touches_y,Tackles_y,Interceptions_y,Aerials Won_y,Clearances_y,Offsides_y,Goal Kicks_y,Throw Ins_y,Long Balls_y
2.0,Sat,2023-08-26,15:30,Bochum,1.0,1.3,Dortmund,26000.0,Vonovia Ruhrstadion,Robert Schröder,10,1,1,21.0,5.0,13.0,453.0,20.0,15.0,22.0,24.0,6.0,7.0,25.0,95.0,7.0,4.0,17.0,685.0,15.0,4.0,31.0,14.0,0.0,7.0,28.0,92.0
2.0,Sat,2023-08-26,15:30,Darmstadt 98,2.3,1.7,Union Berlin,17810.0,Merck-Stadion am Böllenfalltor,Patrick Ittrich,11,1,4,15.0,3.0,37.0,785.0,6.0,11.0,16.0,10.0,0.0,5.0,20.0,79.0,12.0,5.0,13.0,371.0,15.0,9.0,19.0,32.0,0.0,13.0,20.0,73.0
2.0,Sat,2023-08-26,15:30,Freiburg,2.4,1.0,Werder Bremen,34700.0,Europa-Park Stadion,Benjamin Brand,12,1,0,9.0,5.0,20.0,614.0,8.0,11.0,25.0,27.0,3.0,11.0,20.0,87.0,8.0,5.0,20.0,616.0,11.0,8.0,23.0,21.0,2.0,7.0,18.0,78.0
2.0,Sat,2023-08-26,15:30,Köln,0.9,1.7,Wolfsburg,49500.0,RheinEnergieSTADION,Matthias Jöllenbeck,13,1,2,6.0,6.0,25.0,619.0,14.0,13.0,12.0,11.0,6.0,4.0,33.0,66.0,10.0,1.0,6.0,630.0,16.0,8.0,22.0,32.0,0.0,17.0,29.0,78.0
2.0,Sat,2023-08-26,15:30,Heidenheim,2.4,3.0,Hoffenheim,15000.0,Voith-Arena,Robert Hartmann,14,2,3,13.0,10.0,27.0,459.0,14.0,8.0,15.0,32.0,0.0,10.0,30.0,80.0,9.0,6.0,25.0,669.0,11.0,13.0,21.0,21.0,1.0,9.0,27.0,83.0
2.0,Sat,2023-08-26,18:30,M'Gladbach,0.9,2.7,Leverkusen,54042.0,Stadion im Borussia-Park,Christian Dingert,15,0,3,7.0,5.0,18.0,624.0,20.0,16.0,7.0,22.0,1.0,4.0,12.0,60.0,8.0,8.0,10.0,854.0,16.0,9.0,5.0,11.0,2.0,6.0,18.0,48.0
2.0,Sun,2023-08-27,15:30,Mainz 05,1.2,1.1,Eint Frankfurt,33305.0,Mewa Arena,Bastian Dankert,16,1,1,23.0,5.0,15.0,482.0,23.0,11.0,33.0,19.0,2.0,4.0,11.0,73.0,12.0,4.0,15.0,660.0,12.0,3.0,23.0,24.0,0.0,9.0,25.0,75.0
2.0,Sun,2023-08-27,17:30,Bayern Munich,2.8,0.7,Augsburg,75000.0,Allianz Arena,Daniel Siebert,17,3,1,14.0,10.0,27.0,745.0,13.0,8.0,13.0,16.0,1.0,5.0,22.0,55.0,8.0,4.0,12.0,538.0,18.0,5.0,8.0,26.0,2.0,6.0,14.0,39.0
3.0,Fri,2023-09-01,20:30,Dortmund,3.4,2.1,Heidenheim,81365.0,Signal Iduna Park,Tobias Reichel,18,2,2,9.0,3.0,21.0,686.0,12.0,7.0,9.0,18.0,2.0,8.0,19.0,68.0,22.0,6.0,19.0,460.0,13.0,8.0,11.0,26.0,3.0,10.0,22.0,64.0
3.0,Sat,2023-09-02,15:30,Werder Bremen,2.7,0.5,Mainz 05,41000.0,Wohninvest Weserstadion,Robert Schröder,19,4,0,18.0,1.0,10.0,562.0,19.0,10.0,28.0,36.0,1.0,9.0,22.0,72.0,14.0,7.0,23.0,627.0,14.0,15.0,27.0,13.0,4.0,6.0,29.0,92.0
3.0,Sat,2023-09-02,15:30,Hoffenheim,2.0,1.2,Wolfsburg,17500.0,PreZero Arena,Felix Zwayer,20,3,1,12.0,3.0,13.0,468.0,12.0,9.0,9.0,17.0,4.0,7.0,20.0,73.0,15.0,3.0,19.0,656.0,9.0,4.0,7.0,23.0,0.0,3.0,21.0,64.0
3.0,Sat,2023-09-02,15:30,Leverkusen,2.8,0.4,Darmstadt 98,29653.0,BayArena,Sven Jablonski,21,5,1,8.0,4.0,14.0,913.0,7.0,4.0,7.0,3.0,1.0,1.0,18.0,24.0,11.0,2.0,4.0,427.0,22.0,14.0,6.0,23.0,1.0,6.0,11.0,69.0
3.0,Sat,2023-09-02,15:30,Augsburg,1.9,1.6,Bochum,27424.0,WWK Arena,Martin Petersen,22,2,2,15.0,3.0,9.0,441.0,11.0,9.0,26.0,31.0,1.0,5.0,25.0,77.0,13.0,5.0,18.0,615.0,15.0,4.0,28.0,19.0,3.0,5.0,22.0,87.0
3.0,Sat,2023-09-02,15:30,Stuttgart,1.7,1.0,Freiburg,54300.0,MHPArena,Felix Brych,23,5,0,9.0,2.0,15.0,635.0,11.0,10.0,10.0,11.0,1.0,2.0,15.0,58.0,10.0,4.0,15.0,652.0,18.0,3.0,17.0,12.0,1.0,8.0,19.0,55.0
3.0,Sat,2023-09-02,18:30,M'Gladbach,0.3,2.4,Bayern Munich,54042.0,Stadion im Borussia-Park,Deniz Aytekin,24,1,2,5.0,1.0,10.0,505.0,25.0,8.0,14.0,41.0,0.0,11.0,12.0,56.0,20.0,15.0,35.0,812.0,15.0,7.0,16.0,8.0,1.0,3.0,26.0,47.0
3.0,Sun,2023-09-03,15:30,Eint Frankfurt,1.1,0.9,Köln,54000.0,Deutsche Bank Park,Florian Badstübner,25,1,1,10.0,8.0,18.0,883.0,14.0,7.0,17.0,17.0,2.0,7.0,28.0,54.0,10.0,1.0,13.0,527.0,18.0,14.0,11.0,21.0,0.0,3.0,17.0,69.0
3.0,Sun,2023-09-03,17:30,Union Berlin,0.3,1.2,RB Leipzig,,Stadion An der Alten Försterei,Daniel Schlager,26,0,3,16.0,3.0,15.0,484.0,17.0,9.0,12.0,19.0,1.0,9.0,22.0,63.0,9.0,7.0,20.0,801.0,26.0,9.0,22.0,11.0,2.0,6.0,21.0,56.0
4.0,Fri,2023-09-15,20:30,Bayern Munich,2.1,2.1,Leverkusen,75000.0,Allianz Arena,Daniel Schlager,27,2,2,6.0,7.0,20.0,766.0,23.0,9.0,13.0,14.0,1.0,4.0,12.0,47.0,6.0,4.0,9.0,744.0,23.0,21.0,7.0,19.0,3.0,7.0,18.0,45.0
4.0,Sat,2023-09-16,15:30,Wolfsburg,0.4,1.1,Union Berlin,21917.0,Volkswagen Arena,Felix Brych,28,2,1,7.0,3.0,12.0,580.0,16.0,13.0,24.0,34.0,3.0,11.0,25.0,84.0,7.0,7.0,29.0,706.0,14.0,8.0,22.0,13.0,1.0,6.0,22.0,81.0
4.0,Sat,2023-09-16,15:30,Mainz 05,0.9,1.6,Stuttgart,30500.0,Mewa Arena,Harm Osmers,29,1,3,12.0,6.0,12.0,527.0,11.0,13.0,14.0,23.0,1.0,11.0,30.0,75.0,9.0,4.0,9.0,741.0,10.0,8.0,29.0,28.0,1.0,6.0,24.0,62.0
4.0,Sat,2023-09-16,15:30,Freiburg,1.0,2.3,Dortmund,34700.0,Europa-Park Stadion,Tobias Stieler,30,2,4,12.0,6.0,19.0,542.0,14.0,3.0,19.0,14.0,3.0,5.0,17.0,72.0,16.0,8.0,14.0,553.0,10.0,7.0,19.0,13.0,2.0,11.0,11.0,54.0
4.0,Sat,2023-09-16,15:30,Köln,1.0,1.0,Hoffenheim,49300.0,RheinEnergieSTADION,Daniel Siebert,31,1,3,15.0,13.0,44.0,623.0,19.0,13.0,21.0,32.0,3.0,3.0,27.0,57.0,14.0,4.0,15.0,535.0,12.0,10.0,11.0,45.0,1.0,11.0,24.0,82.0
4.0,Sat,2023-09-16,15:30,RB Leipzig,1.1,1.7,Augsburg,44746.0,Red Bull Arena,Sascha Stegemann,32,3,0,16.0,1.0,7.0,643.0,12.0,2.0,9.0,24.0,2.0,10.0,14.0,56.0,12.0,6.0,23.0,535.0,10.0,4.0,11.0,9.0,1.0,2.0,20.0,68.0
4.0,Sat,2023-09-16,18:30,Bochum,2.0,0.6,Eint Frankfurt,,Vonovia Ruhrstadion,Benjamin Brand,33,1,1,14.0,8.0,25.0,625.0,26.0,12.0,28.0,12.0,0.0,3.0,24.0,93.0,14.0,2.0,10.0,648.0,14.0,12.0,22.0,35.0,1.0,13.0,24.0,81.0
4.0,Sun,2023-09-17,15:30,Heidenheim,2.2,3.0,Werder Bremen,15000.0,Voith-Arena,Patrick Ittrich,34,4,2,20.0,10.0,24.0,487.0,11.0,15.0,31.0,17.0,1.0,10.0,15.0,82.0,8.0,1.0,13.0,648.0,23.0,3.0,16.0,23.0,2.0,14.0,22.0,80.0
4.0,Sun,2023-09-17,17:30,Darmstadt 98,1.2,3.9,M'Gladbach,17810.0,Merck-Stadion am Böllenfalltor,Timo Gerach,35,3,3,12.0,6.0,14.0,456.0,23.0,7.0,12.0,20.0,4.0,15.0,16.0,76.0,8.0,6.0,29.0,711.0,11.0,4.0,14.0,12.0,1.0,5.0,17.0,46.0
5.0,Fri,2023-09-22,20:30,Stuttgart,2.3,0.2,Darmstadt 98,54000.0,MHPArena,Matthias Jöllenbeck,36,3,1,7.0,5.0,18.0,791.0,21.0,8.0,13.0,17.0,1.0,3.0,22.0,56.0,12.0,4.0,13.0,599.0,15.0,13.0,9.0,14.0,2.0,8.0,11.0,75.0
5.0,Sat,2023-09-23,15:30,Bayern Munich,4.8,0.1,Bochum,75000.0,Allianz Arena,Robert Hartmann,37,7,0,8.0,8.0,18.0,732.0,10.0,10.0,17.0,22.0,2.0,6.0,20.0,47.0,10.0,1.0,14.0,491.0,25.0,3.0,9.0,19.0,2.0,4.0,7.0,76.0
5.0,Sat,2023-09-23,15:30,Union Berlin,1.6,2.0,Hoffenheim,20000.0,Stadion An der Alten Försterei,Deniz Aytekin,38,0,2,11.0,11.0,37.0,685.0,19.0,8.0,21.0,15.0,0.0,4.0,38.0,85.0,13.0,6.0,12.0,577.0,12.0,9.0,17.0,40.0,1.0,13.0,19.0,72.0
5.0,Sat,2023-09-23,15:30,Augsburg,0.8,0.6,Mainz 05,27310.0,WWK Arena,Marco Fritz,39,2,1,16.0,3.0,14.0,536.0,22.0,7.0,21.0,28.0,1.0,4.0,14.0,81.0,15.0,4.0,27.0,703.0,15.0,9.0,32.0,21.0,2.0,2.0,28.0,93.0
5.0,Sat,2023-09-23,15:30,Dortmund,1.7,0.5,Wolfsburg,81365.0,Signal Iduna Park,Sven Jablonski,40,1,0,9.0,5.0,16.0,769.0,22.0,7.0,7.0,15.0,2.0,8.0,18.0,63.0,14.0,3.0,14.0,501.0,12.0,12.0,5.0,29.0,2.0,11.0,24.0,57.0
5.0,Sat,2023-09-23,15:30,M'Gladbach,0.8,0.7,RB Leipzig,50122.0,Stadion im Borussia-Park,Robert Schröder,41,0,1,14.0,11.0,20.0,597.0,12.0,11.0,16.0,16.0,2.0,4.0,18.0,70.0,7.0,6.0,18.0,696.0,22.0,7.0,19.0,12.0,2.0,10.0,19.0,54.0
5.0,Sat,2023-09-23,18:30,Werder Bremen,2.1,1.3,Köln,,Wohninvest Weserstadion,Bastian Dankert,42,2,1,18.0,9.0,12.0,608.0,21.0,3.0,24.0,24.0,1.0,10.0,18.0,66.0,15.0,8.0,23.0,645.0,27.0,7.0,20.0,12.0,2.0,6.0,25.0,78.0
5.0,Sun,2023-09-24,15:30,Leverkusen,3.4,0.5,Heidenheim,29557.0,BayArena,Christian Dingert,43,4,1,9.0,7.0,15.0,964.0,14.0,4.0,14.0,12.0,2.0,2.0,21.0,52.0,10.0,2.0,9.0,464.0,16.0,14.0,6.0,23.0,0.0,8.0,22.0,57.0
5.0,Sun,2023-09-24,17:30,Eint Frankfurt,0.6,0.5,Freiburg,55800.0,Deutsche Bank Park,Felix Zwayer,44,0,0,12.0,7.0,18.0,733.0,18.0,7.0,14.0,20.0,0.0,6.0,26.0,57.0,5.0,3.0,13.0,600.0,30.0,15.0,15.0,20.0,4.0,10.0,22.0,84.0
6.0,Fri,2023-09-29,20:30,Hoffenheim,1.9,1.6,Dortmund,30150.0,PreZero Arena,Florian Badstübner,45,1,3,14.0,4.0,17.0,590.0,14.0,10.0,18.0,18.0,0.0,3.0,27.0,51.0,16.0,3.0,17.0,537.0,23.0,8.0,10.0,26.0,2.0,10.0,15.0,68.0
6.0,Sat,2023-09-30,15:30,Köln,0.7,2.5,Stuttgart,50000.0,RheinEnergieSTADION,Tobias Stieler,46,0,2,16.0,8.0,34.0,528.0,21.0,12.0,13.0,14.0,2.0,4.0,25.0,46.0,8.0,4.0,15.0,754.0,20.0,11.0,16.0,29.0,1.0,6.0,25.0,78.0
6.0,Sat,2023-09-30,15:30,Heidenheim,0.8,2.2,Union Berlin,15000.0,Voith-Arena,Sascha Stegemann,47,1,0,11.0,5.0,18.0,571.0,18.0,7.0,18.0,30.0,1.0,14.0,29.0,95.0,14.0,7.0,30.0,602.0,13.0,17.0,21.0,21.0,1.0,4.0,12.0,80.0
6.0,Sat,2023-09-30,15:30,Wolfsburg,3.2,1.3,Eint Frankfurt,28323.0,Volkswagen Arena,Frank Willenborg,48,2,0,11.0,7.0,22.0,646.0,15.0,5.0,15.0,11.0,4.0,3.0,23.0,58.0,18.0,4.0,8.0,577.0,15.0,10.0,8.0,20.0,3.0,8.0,17.0,68.0
6.0,Sat,2023-09-30,15:30,Bochum,1.7,2.9,M'Gladbach,26000.0,Vonovia Ruhrstadion,Felix Brych,49,1,3,12.0,5.0,36.0,609.0,12.0,9.0,33.0,15.0,2.0,8.0,22.0,112.0,12.0,10.0,19.0,512.0,10.0,8.0,29.0,46.0,3.0,19.0,15.0,99.0
6.0,Sat,2023-09-30,15:30,Mainz 05,0.5,1.1,Leverkusen,33305.0,Mewa Arena,Benjamin Brand,50,0,3,13.0,3.0,14.0,612.0,12.0,13.0,6.0,8.0,3.0,6.0,19.0,65.0,11.0,1.0,8.0,751.0,15.0,7.0,18.0,24.0,1.0,2.0,17.0,44.0
6.0,Sat,2023-09-30,18:30,RB Leipzig,0.7,2.3,Bayern Munich,47069.0,Red Bull Arena,Marco Fritz,51,2,2,10.0,5.0,14.0,521.0,28.0,11.0,5.0,16.0,1.0,6.0,18.0,69.0,11.0,1.0,6.0,852.0,22.0,5.0,8.0,15.0,1.0,4.0,25.0,43.0
6.0,Sun,2023-10-01,15:30,Darmstadt 98,2.4,1.5,Werder Bremen,17810.0,Merck-Stadion am Böllenfalltor,Martin Petersen,52,4,2,19.0,2.0,11.0,528.0,20.0,16.0,22.0,28.0,2.0,2.0,20.0,82.0,19.0,4.0,16.0,629.0,10.0,6.0,18.0,11.0,6.0,7.0,28.0,74.0
6.0,Sun,2023-10-01,17:30,Freiburg,1.0,0.8,Augsburg,33134.0,Europa-Park Stadion,Harm Osmers,53,2,0,13.0,2.0,14.0,623.0,24.0,6.0,18.0,27.0,0.0,8.0,22.0,75.0,17.0,3.0,14.0,551.0,11.0,11.0,22.0,19.0,2.0,1.0,24.0,77.0
7.0,Fri,2023-10-06,20:30,M'Gladbach,2.3,0.8,Mainz 05,51529.0,Stadion im Borussia-Park,Sven Jablonski,54,2,2,9.0,10.0,34.0,762.0,19.0,12.0,18.0,16.0,1.0,2.0,25.0,80.0,9.0,3.0,10.0,569.0,14.0,14.0,20.0,34.0,1.0,3.0,22.0,88.0
7.0,Sat,2023-10-07,15:30,RB Leipzig,2.5,0.4,Bochum,44269.0,Red Bull Arena,Timo Gerach,55,0,0,10.0,9.0,35.0,837.0,12.0,10.0,18.0,11.0,1.0,6.0,19.0,57.0,13.0,1.0,6.0,372.0,26.0,13.0,9.0,33.0,3.0,9.0,19.0,65.0
7.0,Sat,2023-10-07,15:30,Dortmund,1.6,1.4,Union Berlin,81365.0,Signal Iduna Park,Patrick Ittrich,56,4,2,7.0,4.0,23.0,773.0,14.0,8.0,11.0,19.0,1.0,8.0,18.0,79.0,15.0,6.0,18.0,466.0,23.0,11.0,13.0,23.0,5.0,4.0,20.0,56.0
7.0,Sat,2023-10-07,15:30,Augsburg,0.9,1.8,Darmstadt 98,29200.0,WWK Arena,Deniz Aytekin,57,1,2,13.0,4.0,29.0,518.0,9.0,9.0,16.0,13.0,6.0,4.0,22.0,78.0,12.0,4.0,14.0,576.0,11.0,7.0,18.0,44.0,1.0,11.0,12.0,72.0
7.0,Sat,2023-10-07,15:30,Stuttgart,2.7,1.2,Wolfsburg,52000.0,MHPArena,Daniel Siebert,58,3,1,13.0,5.0,15.0,742.0,16.0,6.0,15.0,10.0,5.0,5.0,17.0,58.0,14.0,6.0,13.0,556.0,19.0,6.0,13.0,18.0,0.0,3.0,16.0,70.0
7.0,Sat,2023-10-07,18:30,Werder Bremen,0.8,1.9,Hoffenheim,41000.0,Wohninvest Weserstadion,Christian Dingert,59,2,3,15.0,4.0,20.0,644.0,18.0,11.0,22.0,26.0,2.0,9.0,17.0,72.0,7.0,4.0,14.0,676.0,15.0,8.0,21.0,19.0,4.0,7.0,17.0,95.0
7.0,Sun,2023-10-08,15:30,Leverkusen,3.2,1.3,Köln,30210.0,BayArena,Felix Zwayer,60,3,0,8.0,11.0,14.0,886.0,7.0,7.0,4.0,8.0,2.0,5.0,17.0,42.0,7.0,4.0,12.0,548.0,16.0,6.0,10.0,27.0,0.0,5.0,12.0,58.0
7.0,Sun,2023-10-08,17:30,Bayern Munich,2.4,0.1,Freiburg,,Allianz Arena,Robert Schröder,61,3,0,7.0,7.0,18.0,926.0,12.0,10.0,12.0,9.0,3.0,2.0,11.0,40.0,8.0,1.0,3.0,474.0,18.0,9.0,7.0,28.0,3.0,9.0,15.0,55.0
7.0,Sun,2023-10-08,19:30,Eint Frankfurt,1.9,1.2,Heidenheim,55800.0,Deutsche Bank Park,Daniel Schlager,62,2,0,14.0,3.0,15.0,677.0,28.0,13.0,17.0,25.0,3.0,6.0,15.0,73.0,10.0,6.0,25.0,674.0,23.0,7.0,29.0,13.0,3.0,8.0,30.0,103.0
