Wk,Day,Date,Time,Home,xG_x,xG_y,Away,Attendance,Venue,Referee,game_id,Score_x,Score_y,Fouls_x,Corners_x,Crosses_x,Touches_x,Tackles_x,Interceptions_x,Aerials Won_x,Clearances_x,Offsides_x,Goal Kicks_x,Throw Ins_x,Long Balls_x,Fouls_y,Corners_y,Crosses_y,Touches_y,Tackles_y,Interceptions_y,Aerials Won_y,Clearances_y,Offsides_y,Goal Kicks_y,Throw Ins_y,Long Balls_y
17.0,Wed,2023-01-25,20:30,Augsburg,0.9,0.3,M'Gladbach,23158.0,WWK Arena,Daniel Schlager,151,1,0,15.0,3.0,18.0,546.0,8.0,9.0,11.0,17.0,4.0,7.0,21.0,65.0,15.0,2.0,13.0,669.0,20.0,8.0,19.0,24.0,0.0,9.0,20.0,70.0
17.0,Wed,2023-01-25,20:30,Leverkusen,1.7,0.7,Bochum,25820.0,BayArena,Timo Gerach,152,2,0,15.0,3.0,9.0,600.0,11.0,3.0,19.0,39.0,3.0,4.0,17.0,70.0,14.0,4.0,22.0,499.0,17.0,11.0,23.0,12.0,6.0,6.0,20.0,82.0
18.0,Fri,2023-01-27,20:30,RB Leipzig,1.0,1.7,Stuttgart,46158.0,Red Bull Arena,Felix Zwayer,153,2,1,8.0,3.0,11.0,754.0,27.0,12.0,20.0,9.0,4.0,8.0,17.0,41.0,6.0,6.0,14.0,649.0,14.0,10.0,11.0,16.0,2.0,5.0,22.0,76.0
18.0,Sat,2023-01-28,15:30,Hoffenheim,1.8,1.7,M'Gladbach,24119.0,PreZero Arena,Benjamin Brand,154,1,4,23.0,4.0,21.0,601.0,21.0,5.0,13.0,8.0,4.0,1.0,35.0,82.0,10.0,3.0,10.0,595.0,17.0,9.0,15.0,20.0,2.0,9.0,24.0,68.0
18.0,Sat,2023-01-28,15:30,Freiburg,1.7,1.7,Augsburg,33500.0,Europa-Park Stadion,Christian Dingert,155,3,1,14.0,3.0,15.0,571.0,20.0,5.0,31.0,30.0,1.0,6.0,17.0,90.0,9.0,7.0,23.0,630.0,20.0,6.0,24.0,7.0,0.0,4.0,20.0,87.0
18.0,Sat,2023-01-28,15:30,Mainz 05,2.1,1.5,Bochum,23300.0,Mewa Arena,Patrick Ittrich,156,5,2,17.0,3.0,16.0,510.0,17.0,10.0,37.0,30.0,3.0,12.0,19.0,97.0,11.0,2.0,14.0,619.0,10.0,7.0,31.0,22.0,1.0,7.0,34.0,126.0
18.0,Sat,2023-01-28,15:30,Werder Bremen,2.2,0.7,Wolfsburg,41000.0,Wohninvest Weserstadion,Daniel Siebert,157,2,1,16.0,2.0,14.0,545.0,20.0,16.0,32.0,30.0,2.0,7.0,24.0,88.0,12.0,6.0,25.0,644.0,12.0,8.0,16.0,14.0,2.0,8.0,33.0,66.0
18.0,Sat,2023-01-28,15:30,Hertha BSC,0.5,1.0,Union Berlin,74667.0,Olympiastadion Berlin,Felix Brych,158,0,2,12.0,3.0,22.0,579.0,20.0,6.0,26.0,26.0,3.0,4.0,26.0,84.0,13.0,2.0,15.0,540.0,21.0,10.0,21.0,28.0,2.0,7.0,28.0,88.0
18.0,Sat,2023-01-28,18:30,Bayern Munich,1.6,0.6,Eint Frankfurt,75000.0,Allianz Arena,Sven Jablonski,159,1,1,6.0,7.0,17.0,903.0,24.0,8.0,11.0,13.0,3.0,7.0,22.0,61.0,4.0,6.0,14.0,515.0,31.0,7.0,5.0,18.0,0.0,11.0,15.0,50.0
18.0,Sun,2023-01-29,15:30,Schalke 04,1.2,0.3,Köln,61571.0,Veltins-Arena,Matthias Jöllenbeck,160,0,0,13.0,7.0,33.0,570.0,17.0,10.0,23.0,21.0,0.0,5.0,32.0,96.0,16.0,7.0,18.0,532.0,18.0,6.0,31.0,52.0,1.0,4.0,22.0,79.0
18.0,Sun,2023-01-29,17:30,Leverkusen,1.7,0.9,Dortmund,30210.0,BayArena,Tobias Welz,161,0,2,13.0,8.0,19.0,718.0,18.0,5.0,15.0,15.0,2.0,8.0,14.0,55.0,20.0,4.0,13.0,570.0,17.0,8.0,15.0,19.0,2.0,12.0,16.0,63.0
19.0,Fri,2023-02-03,20:30,Augsburg,0.9,0.6,Leverkusen,27318.0,WWK Arena,Marco Fritz,162,1,0,14.0,2.0,10.0,584.0,25.0,21.0,13.0,22.0,2.0,11.0,18.0,78.0,8.0,1.0,12.0,779.0,15.0,13.0,8.0,9.0,1.0,4.0,14.0,64.0
19.0,Sat,2023-02-04,15:30,Eint Frankfurt,2.2,0.9,Hertha BSC,49500.0,Deutsche Bank Park,Robert Hartmann,163,3,0,12.0,7.0,19.0,811.0,12.0,12.0,22.0,14.0,3.0,5.0,29.0,68.0,10.0,1.0,10.0,577.0,18.0,16.0,13.0,26.0,2.0,6.0,15.0,69.0
19.0,Sat,2023-02-04,15:30,Bochum,2.7,0.9,Hoffenheim,23700.0,Vonovia Ruhrstadion,Bastian Dankert,164,5,2,13.0,6.0,19.0,499.0,18.0,6.0,17.0,26.0,2.0,6.0,22.0,86.0,15.0,6.0,19.0,545.0,11.0,14.0,22.0,16.0,2.0,5.0,35.0,90.0
19.0,Sat,2023-02-04,15:30,Köln,0.8,1.3,RB Leipzig,49200.0,RheinEnergieSTADION,Martin Petersen,165,0,0,10.0,5.0,23.0,621.0,15.0,21.0,9.0,16.0,2.0,4.0,36.0,70.0,15.0,1.0,7.0,750.0,25.0,10.0,11.0,26.0,3.0,5.0,33.0,72.0
19.0,Sat,2023-02-04,15:30,Dortmund,1.9,0.4,Freiburg,81365.0,Signal Iduna Park,Robert Schröder,166,5,1,13.0,14.0,28.0,829.0,10.0,9.0,4.0,0.0,1.0,2.0,12.0,44.0,14.0,0.0,2.0,335.0,20.0,11.0,5.0,28.0,1.0,10.0,4.0,45.0
19.0,Sat,2023-02-04,15:30,Union Berlin,1.1,1.3,Mainz 05,22012.0,Stadion An der Alten Försterei,Florian Badstübner,167,2,1,11.0,5.0,25.0,588.0,9.0,3.0,29.0,27.0,1.0,7.0,26.0,95.0,10.0,5.0,18.0,586.0,15.0,8.0,36.0,29.0,2.0,3.0,21.0,102.0
19.0,Sat,2023-02-04,18:30,M'Gladbach,1.1,1.0,Schalke 04,54042.0,Stadion im Borussia-Park,Deniz Aytekin,168,0,0,9.0,9.0,19.0,637.0,12.0,5.0,17.0,23.0,1.0,10.0,28.0,55.0,15.0,5.0,23.0,564.0,27.0,8.0,29.0,19.0,4.0,8.0,16.0,68.0
19.0,Sun,2023-02-05,15:30,Stuttgart,1.3,0.5,Werder Bremen,47700.0,Mercedes-Benz Arena,Frank Willenborg,169,0,2,8.0,8.0,29.0,684.0,11.0,6.0,13.0,10.0,2.0,3.0,19.0,68.0,18.0,4.0,16.0,546.0,25.0,8.0,16.0,33.0,0.0,8.0,13.0,61.0
19.0,Sun,2023-02-05,17:30,Wolfsburg,2.2,0.5,Bayern Munich,30000.0,Volkswagen Arena,Harm Osmers,170,2,4,10.0,6.0,30.0,685.0,24.0,11.0,11.0,12.0,5.0,4.0,18.0,55.0,9.0,4.0,11.0,671.0,17.0,8.0,23.0,30.0,3.0,7.0,16.0,58.0
20.0,Fri,2023-02-10,20:30,Schalke 04,1.3,1.3,Wolfsburg,60836.0,Veltins-Arena,Benjamin Brand,171,0,0,10.0,9.0,26.0,494.0,11.0,5.0,30.0,9.0,5.0,6.0,31.0,94.0,20.0,3.0,7.0,474.0,14.0,4.0,39.0,33.0,3.0,9.0,30.0,85.0
20.0,Sat,2023-02-11,15:30,Bayern Munich,3.7,0.3,Bochum,75000.0,Allianz Arena,Matthias Jöllenbeck,172,3,0,10.0,6.0,18.0,765.0,13.0,8.0,25.0,17.0,0.0,4.0,18.0,80.0,12.0,3.0,14.0,480.0,27.0,12.0,16.0,14.0,1.0,12.0,21.0,83.0
20.0,Sat,2023-02-11,15:30,Mainz 05,2.4,1.5,Augsburg,22200.0,Mewa Arena,Sven Jablonski,173,3,1,12.0,4.0,15.0,576.0,18.0,7.0,40.0,32.0,6.0,4.0,23.0,85.0,6.0,12.0,28.0,546.0,21.0,8.0,28.0,21.0,1.0,10.0,18.0,101.0
20.0,Sat,2023-02-11,15:30,Freiburg,2.0,1.1,Stuttgart,34700.0,Europa-Park Stadion,Sascha Stegemann,174,2,1,13.0,4.0,12.0,638.0,10.0,5.0,15.0,21.0,4.0,5.0,29.0,67.0,10.0,3.0,16.0,583.0,11.0,8.0,20.0,19.0,2.0,5.0,13.0,62.0
20.0,Sat,2023-02-11,15:30,Hoffenheim,0.7,1.4,Leverkusen,20619.0,PreZero Arena,Tobias Stieler,175,1,3,15.0,5.0,15.0,656.0,19.0,14.0,15.0,19.0,2.0,5.0,30.0,60.0,9.0,8.0,20.0,665.0,26.0,11.0,12.0,17.0,1.0,3.0,19.0,67.0
20.0,Sat,2023-02-11,15:30,Werder Bremen,0.6,2.5,Dortmund,42100.0,Wohninvest Weserstadion,Felix Brych,176,0,2,7.0,3.0,13.0,552.0,19.0,12.0,12.0,19.0,4.0,15.0,17.0,67.0,7.0,7.0,17.0,699.0,8.0,11.0,11.0,12.0,3.0,3.0,22.0,67.0
20.0,Sat,2023-02-11,18:30,RB Leipzig,0.6,1.7,Union Berlin,47069.0,Red Bull Arena,Daniel Schlager,177,1,2,15.0,3.0,10.0,799.0,13.0,9.0,21.0,19.0,4.0,4.0,21.0,85.0,13.0,4.0,14.0,492.0,10.0,8.0,25.0,21.0,2.0,5.0,28.0,70.0
20.0,Sun,2023-02-12,15:30,Hertha BSC,3.0,0.5,M'Gladbach,40973.0,Olympiastadion Berlin,Christian Dingert,178,4,1,12.0,4.0,21.0,453.0,26.0,16.0,9.0,18.0,2.0,5.0,19.0,66.0,11.0,6.0,13.0,815.0,16.0,10.0,17.0,24.0,5.0,6.0,30.0,46.0
20.0,Sun,2023-02-12,17:30,Köln,1.2,0.3,Eint Frankfurt,50000.0,RheinEnergieSTADION,Daniel Siebert,179,3,0,15.0,3.0,16.0,588.0,30.0,7.0,19.0,21.0,1.0,7.0,20.0,82.0,11.0,9.0,18.0,724.0,12.0,5.0,16.0,19.0,2.0,6.0,31.0,63.0
21.0,Fri,2023-02-17,20:30,Augsburg,1.6,0.6,Hoffenheim,25872.0,WWK Arena,Patrick Ittrich,180,1,0,13.0,6.0,17.0,521.0,12.0,9.0,12.0,11.0,1.0,10.0,26.0,88.0,14.0,1.0,14.0,606.0,18.0,2.0,22.0,18.0,1.0,5.0,21.0,85.0
21.0,Sat,2023-02-18,15:30,Wolfsburg,0.2,3.0,RB Leipzig,24831.0,Volkswagen Arena,Deniz Aytekin,181,0,3,16.0,2.0,6.0,581.0,16.0,9.0,6.0,23.0,0.0,11.0,19.0,57.0,15.0,5.0,16.0,755.0,13.0,12.0,17.0,17.0,1.0,6.0,20.0,69.0
21.0,Sat,2023-02-18,15:30,M'Gladbach,2.4,1.1,Bayern Munich,54042.0,Stadion im Borussia-Park,Tobias Welz,182,3,2,9.0,4.0,14.0,736.0,21.0,14.0,8.0,9.0,0.0,4.0,16.0,54.0,9.0,0.0,9.0,657.0,21.0,5.0,7.0,10.0,4.0,8.0,20.0,49.0
21.0,Sat,2023-02-18,15:30,Bochum,1.4,2.6,Freiburg,25100.0,Vonovia Ruhrstadion,Felix Zwayer,183,0,2,15.0,5.0,16.0,510.0,20.0,15.0,38.0,13.0,1.0,7.0,24.0,86.0,10.0,5.0,20.0,565.0,13.0,19.0,28.0,24.0,0.0,5.0,14.0,97.0
21.0,Sat,2023-02-18,15:30,Stuttgart,1.5,0.5,Köln,46850.0,Mercedes-Benz Arena,Benjamin Cortus,184,3,0,10.0,3.0,14.0,566.0,13.0,13.0,20.0,18.0,1.0,3.0,23.0,58.0,12.0,6.0,20.0,660.0,24.0,9.0,13.0,11.0,3.0,12.0,28.0,78.0
21.0,Sat,2023-02-18,18:30,Eint Frankfurt,2.1,0.3,Werder Bremen,50000.0,Deutsche Bank Park,Bastian Dankert,185,2,0,15.0,5.0,14.0,648.0,21.0,4.0,12.0,12.0,5.0,4.0,21.0,61.0,9.0,2.0,12.0,755.0,22.0,10.0,11.0,18.0,1.0,4.0,18.0,93.0
21.0,Sun,2023-02-19,15:30,Union Berlin,0.9,0.4,Schalke 04,22012.0,Stadion An der Alten Försterei,Tobias Reichel,186,0,0,13.0,6.0,29.0,595.0,21.0,8.0,34.0,23.0,0.0,1.0,24.0,101.0,19.0,4.0,20.0,517.0,14.0,8.0,31.0,23.0,0.0,4.0,23.0,92.0
21.0,Sun,2023-02-19,17:30,Dortmund,2.5,1.1,Hertha BSC,81365.0,Signal Iduna Park,Harm Osmers,187,4,1,8.0,3.0,11.0,694.0,15.0,9.0,22.0,21.0,0.0,13.0,25.0,88.0,14.0,4.0,17.0,538.0,22.0,13.0,15.0,19.0,2.0,5.0,21.0,62.0
21.0,Sun,2023-02-19,19:30,Leverkusen,2.2,1.6,Mainz 05,27002.0,BayArena,Robert Schröder,188,2,3,14.0,4.0,25.0,741.0,10.0,12.0,28.0,27.0,2.0,1.0,19.0,64.0,19.0,5.0,20.0,440.0,14.0,13.0,27.0,25.0,1.0,5.0,23.0,73.0
22.0,Fri,2023-02-24,20:30,Mainz 05,1.8,1.2,M'Gladbach,32500.0,Mewa Arena,Robert Hartmann,189,4,0,17.0,3.0,16.0,483.0,22.0,11.0,17.0,7.0,2.0,4.0,18.0,68.0,6.0,3.0,7.0,767.0,14.0,14.0,13.0,21.0,3.0,6.0,28.0,85.0
22.0,Sat,2023-02-25,15:30,Hertha BSC,0.6,0.5,Augsburg,40522.0,Olympiastadion Berlin,Matthias Jöllenbeck,190,2,0,16.0,1.0,14.0,494.0,20.0,10.0,25.0,26.0,5.0,8.0,23.0,76.0,19.0,6.0,24.0,554.0,19.0,4.0,17.0,12.0,1.0,5.0,34.0,110.0
22.0,Sat,2023-02-25,15:30,Hoffenheim,1.3,2.3,Dortmund,30150.0,PreZero Arena,Martin Petersen,191,0,1,11.0,12.0,21.0,542.0,31.0,10.0,14.0,20.0,2.0,7.0,17.0,59.0,7.0,11.0,17.0,660.0,13.0,11.0,18.0,18.0,1.0,5.0,23.0,67.0
22.0,Sat,2023-02-25,15:30,Werder Bremen,1.2,0.5,Bochum,42100.0,Wohninvest Weserstadion,Florian Badstübner,192,3,0,16.0,2.0,17.0,669.0,13.0,7.0,28.0,25.0,2.0,6.0,21.0,103.0,16.0,0.0,16.0,488.0,10.0,19.0,28.0,13.0,4.0,2.0,17.0,82.0
22.0,Sat,2023-02-25,15:30,Köln,1.2,1.0,Wolfsburg,49300.0,RheinEnergieSTADION,Frank Willenborg,193,0,2,9.0,10.0,32.0,625.0,20.0,7.0,20.0,13.0,6.0,2.0,29.0,68.0,16.0,2.0,12.0,492.0,15.0,16.0,9.0,35.0,2.0,6.0,33.0,65.0
22.0,Sat,2023-02-25,15:30,RB Leipzig,1.7,0.8,Eint Frankfurt,47069.0,Red Bull Arena,Felix Brych,194,2,1,11.0,2.0,6.0,741.0,18.0,8.0,12.0,13.0,1.0,3.0,23.0,66.0,12.0,6.0,13.0,678.0,21.0,15.0,11.0,11.0,2.0,4.0,27.0,55.0
22.0,Sat,2023-02-25,18:30,Schalke 04,1.5,1.2,Stuttgart,62271.0,Veltins-Arena,Deniz Aytekin,195,2,1,12.0,6.0,15.0,449.0,17.0,8.0,11.0,27.0,3.0,15.0,22.0,81.0,13.0,9.0,30.0,691.0,19.0,8.0,19.0,10.0,1.0,4.0,20.0,62.0
22.0,Sun,2023-02-26,15:30,Freiburg,0.8,2.2,Leverkusen,34000.0,Europa-Park Stadion,Daniel Siebert,196,1,1,14.0,1.0,12.0,593.0,19.0,7.0,15.0,21.0,2.0,8.0,13.0,72.0,13.0,3.0,16.0,689.0,12.0,6.0,11.0,12.0,0.0,2.0,15.0,52.0
22.0,Sun,2023-02-26,17:30,Bayern Munich,3.6,0.4,Union Berlin,75000.0,Allianz Arena,Marco Fritz,197,3,0,8.0,10.0,26.0,905.0,19.0,6.0,19.0,7.0,3.0,3.0,10.0,50.0,9.0,4.0,11.0,480.0,7.0,6.0,17.0,31.0,1.0,5.0,14.0,61.0
23.0,Fri,2023-03-03,20:30,Dortmund,1.2,2.2,RB Leipzig,81365.0,Signal Iduna Park,Sven Jablonski,198,2,1,8.0,4.0,15.0,529.0,21.0,15.0,17.0,20.0,0.0,9.0,13.0,69.0,20.0,6.0,19.0,773.0,17.0,5.0,9.0,15.0,2.0,2.0,17.0,50.0
23.0,Sat,2023-03-04,15:30,Bochum,1.3,0.6,Schalke 04,26000.0,Vonovia Ruhrstadion,Felix Brych,199,0,2,17.0,4.0,20.0,582.0,30.0,6.0,21.0,22.0,2.0,6.0,28.0,97.0,11.0,4.0,21.0,412.0,12.0,6.0,27.0,22.0,3.0,4.0,34.0,101.0
23.0,Sat,2023-03-04,15:30,M'Gladbach,1.5,0.3,Freiburg,52000.0,Stadion im Borussia-Park,Benjamin Brand,200,0,0,11.0,6.0,12.0,630.0,12.0,10.0,21.0,29.0,1.0,6.0,19.0,52.0,15.0,5.0,16.0,556.0,17.0,8.0,18.0,17.0,2.0,5.0,17.0,79.0
23.0,Sat,2023-03-04,15:30,Mainz 05,1.1,0.8,Hoffenheim,28100.0,Mewa Arena,Sascha Stegemann,201,1,0,12.0,11.0,28.0,538.0,15.0,9.0,25.0,12.0,4.0,4.0,26.0,92.0,15.0,3.0,11.0,609.0,21.0,4.0,24.0,37.0,1.0,8.0,24.0,73.0
23.0,Sat,2023-03-04,15:30,Augsburg,0.6,2.3,Werder Bremen,30660.0,WWK Arena,Felix Zwayer,202,2,1,10.0,3.0,12.0,537.0,17.0,12.0,24.0,35.0,3.0,8.0,14.0,75.0,9.0,7.0,32.0,731.0,17.0,5.0,24.0,19.0,3.0,2.0,18.0,81.0
23.0,Sat,2023-03-04,15:30,Union Berlin,0.5,0.9,Köln,22012.0,Stadion An der Alten Försterei,Tobias Stieler,203,0,0,9.0,5.0,35.0,671.0,8.0,8.0,27.0,15.0,1.0,3.0,29.0,91.0,10.0,4.0,19.0,654.0,14.0,16.0,22.0,29.0,2.0,3.0,17.0,84.0
23.0,Sat,2023-03-04,18:30,Stuttgart,0.8,2.1,Bayern Munich,47800.0,Mercedes-Benz Arena,Christian Dingert,204,1,2,6.0,3.0,12.0,613.0,27.0,14.0,9.0,27.0,3.0,4.0,23.0,64.0,12.0,6.0,22.0,822.0,29.0,13.0,6.0,16.0,1.0,4.0,18.0,64.0
23.0,Sun,2023-03-05,15:30,Leverkusen,1.6,1.1,Hertha BSC,30210.0,BayArena,Patrick Ittrich,205,4,1,11.0,9.0,12.0,805.0,18.0,13.0,17.0,18.0,4.0,1.0,16.0,77.0,14.0,2.0,12.0,541.0,16.0,7.0,15.0,18.0,1.0,2.0,18.0,58.0
23.0,Sun,2023-03-05,17:30,Wolfsburg,1.9,0.6,Eint Frankfurt,27853.0,Volkswagen Arena,Daniel Schlager,206,2,2,11.0,4.0,17.0,607.0,19.0,4.0,11.0,26.0,0.0,7.0,16.0,81.0,16.0,5.0,18.0,599.0,20.0,8.0,16.0,16.0,1.0,6.0,25.0,71.0
24.0,Fri,2023-03-10,20:30,Köln,0.7,1.4,Bochum,50000.0,RheinEnergieSTADION,Tobias Welz,207,0,2,9.0,10.0,46.0,674.0,16.0,11.0,24.0,18.0,3.0,6.0,37.0,90.0,14.0,1.0,13.0,490.0,13.0,14.0,26.0,57.0,1.0,10.0,20.0,87.0
24.0,Sat,2023-03-11,15:30,Eint Frankfurt,0.7,0.8,Stuttgart,50000.0,Deutsche Bank Park,Robert Hartmann,208,1,1,16.0,3.0,30.0,658.0,18.0,11.0,17.0,12.0,3.0,7.0,30.0,66.0,11.0,2.0,13.0,648.0,19.0,16.0,18.0,34.0,3.0,8.0,19.0,71.0
24.0,Sat,2023-03-11,15:30,Bayern Munich,2.4,2.5,Augsburg,75000.0,Allianz Arena,Florian Badstübner,209,5,3,8.0,8.0,16.0,758.0,15.0,6.0,14.0,12.0,2.0,5.0,17.0,52.0,10.0,5.0,11.0,454.0,21.0,8.0,7.0,28.0,1.0,10.0,17.0,58.0
24.0,Sat,2023-03-11,15:30,Hertha BSC,1.5,0.5,Mainz 05,41689.0,Olympiastadion Berlin,Benjamin Cortus,210,1,1,10.0,7.0,20.0,451.0,10.0,4.0,31.0,32.0,2.0,6.0,33.0,106.0,15.0,8.0,23.0,609.0,15.0,13.0,49.0,38.0,3.0,6.0,36.0,100.0
24.0,Sat,2023-03-11,15:30,RB Leipzig,2.5,1.6,M'Gladbach,46687.0,Red Bull Arena,Matthias Jöllenbeck,211,3,0,9.0,11.0,20.0,822.0,17.0,12.0,5.0,6.0,3.0,7.0,15.0,47.0,9.0,0.0,6.0,486.0,13.0,5.0,4.0,18.0,1.0,7.0,8.0,57.0
24.0,Sat,2023-03-11,18:30,Schalke 04,1.5,2.0,Dortmund,61571.0,Veltins-Arena,Marco Fritz,212,2,2,16.0,3.0,20.0,438.0,22.0,10.0,11.0,17.0,1.0,8.0,19.0,69.0,8.0,6.0,13.0,715.0,20.0,3.0,14.0,16.0,1.0,4.0,30.0,69.0
24.0,Sun,2023-03-12,15:30,Freiburg,0.6,1.0,Hoffenheim,33500.0,Europa-Park Stadion,Harm Osmers,213,2,1,11.0,2.0,13.0,649.0,22.0,9.0,20.0,25.0,1.0,6.0,25.0,71.0,25.0,2.0,14.0,482.0,13.0,3.0,24.0,19.0,2.0,7.0,30.0,72.0
24.0,Sun,2023-03-12,17:30,Werder Bremen,1.8,1.0,Leverkusen,41000.0,Wohninvest Weserstadion,Deniz Aytekin,214,2,3,12.0,2.0,14.0,681.0,17.0,5.0,26.0,12.0,5.0,7.0,21.0,96.0,12.0,3.0,6.0,614.0,3.0,11.0,20.0,17.0,1.0,8.0,21.0,79.0
24.0,Sun,2023-03-12,19:30,Wolfsburg,1.7,1.3,Union Berlin,23554.0,Volkswagen Arena,Robert Schröder,215,1,1,11.0,3.0,14.0,600.0,11.0,12.0,27.0,16.0,1.0,6.0,21.0,61.0,14.0,5.0,17.0,498.0,11.0,7.0,16.0,18.0,1.0,7.0,20.0,73.0
25.0,Fri,2023-03-17,20:30,M'Gladbach,3.4,1.3,Werder Bremen,54042.0,Stadion im Borussia-Park,Tobias Reichel,216,2,2,9.0,6.0,13.0,696.0,9.0,7.0,11.0,17.0,4.0,7.0,15.0,57.0,12.0,5.0,19.0,494.0,14.0,8.0,27.0,15.0,0.0,9.0,17.0,61.0
25.0,Sat,2023-03-18,15:30,Augsburg,0.3,1.8,Schalke 04,30660.0,WWK Arena,Daniel Schlager,217,1,1,11.0,9.0,21.0,437.0,17.0,4.0,16.0,31.0,1.0,14.0,30.0,96.0,14.0,6.0,43.0,545.0,13.0,12.0,31.0,22.0,0.0,8.0,20.0,88.0
25.0,Sat,2023-03-18,15:30,Stuttgart,0.5,0.6,Wolfsburg,44900.0,Mercedes-Benz Arena,Felix Brych,218,0,1,10.0,3.0,22.0,673.0,14.0,15.0,12.0,17.0,4.0,7.0,24.0,75.0,8.0,8.0,17.0,504.0,22.0,6.0,16.0,24.0,2.0,3.0,19.0,73.0
25.0,Sat,2023-03-18,15:30,Hoffenheim,2.6,1.0,Hertha BSC,25027.0,PreZero Arena,Frank Willenborg,219,3,1,10.0,8.0,15.0,492.0,25.0,2.0,25.0,17.0,3.0,10.0,38.0,88.0,11.0,9.0,19.0,525.0,18.0,11.0,25.0,20.0,1.0,8.0,24.0,85.0
25.0,Sat,2023-03-18,15:30,Bochum,1.1,1.8,RB Leipzig,24400.0,Vonovia Ruhrstadion,Sascha Stegemann,220,1,0,11.0,2.0,9.0,440.0,20.0,11.0,15.0,23.0,0.0,8.0,17.0,89.0,8.0,7.0,20.0,715.0,16.0,10.0,22.0,8.0,0.0,6.0,27.0,83.0
25.0,Sat,2023-03-18,18:30,Dortmund,3.3,1.6,Köln,81365.0,Signal Iduna Park,Daniel Siebert,221,6,1,7.0,1.0,12.0,840.0,16.0,8.0,3.0,11.0,0.0,3.0,16.0,66.0,10.0,6.0,21.0,537.0,21.0,10.0,5.0,17.0,0.0,2.0,15.0,43.0
25.0,Sun,2023-03-19,15:30,Union Berlin,1.3,2.7,Eint Frankfurt,22012.0,Stadion An der Alten Försterei,Christian Dingert,222,2,0,19.0,3.0,17.0,443.0,7.0,13.0,22.0,28.0,1.0,9.0,19.0,93.0,15.0,7.0,29.0,665.0,6.0,2.0,23.0,26.0,0.0,10.0,22.0,55.0
25.0,Sun,2023-03-19,17:30,Leverkusen,2.0,1.0,Bayern Munich,30210.0,BayArena,Tobias Stieler,223,2,1,10.0,5.0,8.0,560.0,19.0,10.0,11.0,20.0,3.0,7.0,17.0,50.0,11.0,3.0,14.0,759.0,23.0,12.0,19.0,12.0,1.0,6.0,23.0,65.0
25.0,Sun,2023-03-19,19:30,Mainz 05,1.0,1.7,Freiburg,26800.0,Mewa Arena,Bastian Dankert,224,1,1,18.0,3.0,18.0,575.0,13.0,15.0,39.0,41.0,2.0,7.0,31.0,87.0,10.0,5.0,24.0,615.0,10.0,15.0,43.0,25.0,0.0,7.0,23.0,107.0
26.0,Fri,2023-03-31,20:30,Eint Frankfurt,3.1,1.1,Bochum,51500.0,Deutsche Bank Park,Harm Osmers,225,1,1,14.0,15.0,50.0,761.0,11.0,5.0,30.0,21.0,2.0,9.0,25.0,63.0,13.0,2.0,4.0,401.0,15.0,10.0,25.0,61.0,0.0,6.0,16.0,81.0
26.0,Sat,2023-04-01,15:30,Union Berlin,1.9,2.2,Stuttgart,22012.0,Stadion An der Alten Försterei,Florian Badstübner,226,3,0,11.0,3.0,20.0,450.0,15.0,4.0,21.0,21.0,5.0,6.0,28.0,88.0,12.0,5.0,15.0,663.0,10.0,6.0,19.0,15.0,2.0,9.0,17.0,82.0
26.0,Sat,2023-04-01,15:30,Wolfsburg,3.5,0.6,Augsburg,22107.0,Volkswagen Arena,Martin Petersen,227,2,2,9.0,4.0,27.0,757.0,9.0,5.0,12.0,5.0,3.0,3.0,16.0,73.0,15.0,7.0,11.0,414.0,15.0,8.0,10.0,20.0,2.0,18.0,17.0,70.0
26.0,Sat,2023-04-01,15:30,Schalke 04,1.1,2.7,Leverkusen,62271.0,Veltins-Arena,Deniz Aytekin,228,0,3,20.0,7.0,32.0,517.0,22.0,2.0,18.0,15.0,3.0,7.0,20.0,68.0,13.0,5.0,12.0,569.0,15.0,9.0,17.0,28.0,1.0,9.0,26.0,59.0
26.0,Sat,2023-04-01,15:30,RB Leipzig,0.8,2.9,Mainz 05,45597.0,Red Bull Arena,Christian Dingert,229,0,3,13.0,3.0,18.0,860.0,5.0,6.0,9.0,11.0,4.0,6.0,29.0,73.0,20.0,4.0,11.0,455.0,19.0,14.0,21.0,22.0,0.0,10.0,15.0,71.0
26.0,Sat,2023-04-01,15:30,Freiburg,1.2,1.8,Hertha BSC,34700.0,Europa-Park Stadion,Sven Jablonski,230,1,1,7.0,2.0,23.0,661.0,14.0,6.0,18.0,15.0,2.0,9.0,20.0,90.0,11.0,2.0,13.0,521.0,18.0,7.0,21.0,22.0,2.0,9.0,18.0,68.0
26.0,Sat,2023-04-01,18:30,Bayern Munich,2.4,1.5,Dortmund,75000.0,Allianz Arena,Marco Fritz,231,4,2,11.0,6.0,12.0,673.0,25.0,9.0,8.0,8.0,5.0,5.0,9.0,60.0,7.0,2.0,19.0,712.0,18.0,11.0,4.0,10.0,0.0,6.0,16.0,72.0
26.0,Sun,2023-04-02,15:30,Köln,1.0,1.0,M'Gladbach,50000.0,RheinEnergieSTADION,Felix Zwayer,232,0,0,18.0,11.0,43.0,620.0,17.0,21.0,11.0,8.0,1.0,5.0,30.0,76.0,8.0,1.0,9.0,616.0,17.0,6.0,13.0,35.0,2.0,7.0,21.0,57.0
