index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att_y,Thr,Launch%,AvgLen,Att_y,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,home,game_id
11,Christian Groß,36.0,de GER,DM,34-191,23,0,0,0,0,0,0,0,0,8,2,0,1,0.0,0.0,0.0,0,0,5,5,100.0,1,2,1,0,0,,,,,,,,,,,,,,,,,,,,,1,0
12,Marco Friedl,32.0,at AUT,CB,25-155,90,0,0,0,0,0,0,0,0,50,5,1,3,0.0,0.0,0.0,0,0,25,38,65.8,2,32,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0
13,Miloš Veljković,13.0,rs SRB,CB,27-326,90,0,0,0,0,0,0,0,0,32,2,0,2,0.0,0.0,0.0,0,0,21,25,84.0,3,20,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0
14,Amos Pieper,5.0,de GER,CB,25-213,90,0,0,0,0,0,0,0,0,34,1,0,5,0.0,0.0,0.0,0,0,13,20,65.0,4,12,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0
15,Jiří Pavlenka,1.0,cz CZE,GK,31-126,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,29,36,80.6,0,19,0,0,0,10.0,4.0,6.0,60.0,2.9,6.0,11.0,54.5,23.0,6.0,34.8,33.7,13.0,23.1,29.6,13.0,1.0,7.7,0.0,4.0,1,0
0,Harry Kane,9.0,eng ENG,FW,30-021,83,1,1,0,0,6,3,0,0,30,0,0,0,0.5,0.5,0.6,3,1,15,21,71.4,1,24,2,0,0,,,,,,,,,,,,,,,,,,,,,0,0
1,Mathys Tel,39.0,fr FRA,FW,18-113,7,1,0,0,0,2,1,0,0,11,0,0,1,0.1,0.1,0.0,2,1,7,8,87.5,0,10,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0
2,Kingsley Coman,11.0,fr FRA,LW,27-066,83,0,0,0,0,2,0,0,0,60,0,0,1,0.1,0.1,0.2,6,1,42,51,82.4,4,54,7,3,1,,,,,,,,,,,,,,,,,,,,,0,0
3,Eric Maxim Choupo-Moting,13.0,cm CMR,LW,34-148,7,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,1,1,6,6,100.0,1,8,0,4,1,,,,,,,,,,,,,,,,,,,,,0,0
4,Leroy Sané,10.0,de GER,RW,27-219,90,2,0,0,0,3,3,0,0,53,0,0,0,1.3,1.3,0.1,5,1,33,44,75.0,3,39,3,4,2,,,,,,,,,,,,,,,,,,,,,0,0
5,Jamal Musiala,42.0,de GER,AM,20-173,83,0,0,0,0,3,0,0,0,42,1,0,2,0.1,0.1,0.1,6,0,20,24,83.3,3,34,6,14,7,,,,,,,,,,,,,,,,,,,,,0,0
6,Thomas Müller,25.0,de GER,AM,33-339,7,0,1,0,0,0,0,0,0,11,0,0,0,0.0,0.0,1.0,2,1,9,11,81.8,2,8,3,0,0,,,,,,,,,,,,,,,,,,,,,0,0
7,Leon Goretzka,8.0,de GER,DM,28-193,78,0,0,0,0,3,1,0,0,78,0,4,0,0.2,0.2,0.0,3,0,64,66,97.0,3,58,3,1,1,,,,,,,,,,,,,,,,,,,,,0,0
8,Konrad Laimer,27.0,at AUT,DM,26-083,12,0,0,0,0,0,0,0,0,14,0,0,1,0.0,0.0,0.0,0,0,8,10,80.0,2,10,1,2,1,,,,,,,,,,,,,,,,,,,,,0,0
9,Joshua Kimmich,6.0,de GER,DM,28-191,90,0,0,0,0,2,0,0,0,121,0,1,0,0.1,0.1,0.2,6,0,104,114,91.2,11,86,2,2,0,,,,,,,,,,,,,,,,,,,,,0,0
10,Alphonso Davies,19.0,ca CAN,LB,22-289,90,0,2,0,0,0,0,0,0,90,1,0,1,0.0,0.0,0.5,9,2,69,79,87.3,6,65,10,9,5,,,,,,,,,,,,,,,,,,,,,0,0
11,Kim Min-jae,3.0,kr KOR,CB,26-276,67,0,0,0,0,1,1,1,0,75,0,0,0,0.1,0.1,0.1,2,0,68,72,94.4,4,57,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0
12,Matthijs de Ligt,4.0,nl NED,CB,24-006,23,0,0,0,0,1,0,0,0,17,0,1,0,0.0,0.0,0.0,0,0,14,15,93.3,0,11,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0
13,Dayot Upamecano,2.0,fr FRA,CB,24-295,90,0,0,0,0,0,0,0,0,83,0,0,0,0.0,0.0,0.0,1,0,76,78,97.4,5,71,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0
14,Noussair Mazraoui,40.0,ma MAR,RB,25-277,90,0,0,0,0,2,1,0,0,79,1,0,1,0.4,0.4,0.0,2,0,65,72,90.3,7,58,8,1,1,,,,,,,,,,,,,,,,,,,,,0,0
15,Sven Ulreich,26.0,de GER,GK,35-015,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,29,36,80.6,0,28,0,0,0,1.0,0.0,1.0,100.0,0.3,2.0,8.0,25.0,31.0,4.0,25.8,28.1,5.0,0.0,19.2,8.0,1.0,12.5,2.0,20.3,0,0
0,Victor Boniface,22.0,ng NGA,FW,22-239,88,0,1,0,0,3,1,1,0,30,0,0,0,0.2,0.2,0.5,3,1,11,17,64.7,3,19,4,7,3,,,,,,,,,,,,,,,,,,,,,1,1
1,Adam Hložek,23.0,cz CZE,"FW,AM",21-025,2,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,1,1
2,Florian Wirtz,10.0,de GER,AM,20-108,74,1,0,0,0,2,2,0,0,42,0,0,1,0.4,0.4,0.0,2,0,25,34,73.5,3,25,5,4,1,,,,,,,,,,,,,,,,,,,,,1,1
3,Robert Andrich,8.0,de GER,"AM,CM",28-331,16,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1
4,Jonas Hofmann,7.0,de GER,AM,31-036,89,0,1,0,0,1,0,0,0,50,5,1,0,0.0,0.0,0.5,4,1,32,41,78.0,0,22,5,3,2,,,,,,,,,,,,,,,,,,,,,1,1
5,Nadiem Amiri,11.0,de GER,FW,26-296,1,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,1,3,1,0,0,,,,,,,,,,,,,,,,,,,,,1,1
6,Granit Xhaka,34.0,ch SUI,CM,30-326,90,0,0,0,0,1,1,0,0,56,1,0,2,0.0,0.0,0.0,1,1,39,46,84.8,2,30,0,2,1,,,,,,,,,,,,,,,,,,,,,1,1
7,Exequiel Palacios,25.0,ar ARG,CM,24-318,90,0,0,0,0,0,0,0,0,74,4,3,0,0.0,0.0,0.0,2,0,54,64,84.4,4,34,2,1,1,,,,,,,,,,,,,,,,,,,,,1,1
8,Álex Grimaldo,20.0,es ESP,"WB,LB",27-333,90,0,0,0,0,1,0,0,0,42,0,0,0,0.1,0.1,0.0,1,1,29,39,74.4,1,24,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1
9,Jeremie Frimpong,30.0,nl NED,WB,22-252,77,1,1,0,0,1,1,0,0,37,1,0,4,0.5,0.5,0.2,2,1,20,28,71.4,2,17,5,1,0,,,,,,,,,,,,,,,,,,,,,1,1
10,Arthur,13.0,br BRA,"WB,RB",20-155,13,0,0,0,0,1,1,0,0,10,1,0,0,0.0,0.0,0.0,0,0,6,7,85.7,1,6,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1
11,Edmond Tapsoba,12.0,bf BFA,CB,24-198,90,0,0,0,0,0,0,0,0,66,0,1,2,0.0,0.0,0.0,2,0,50,60,83.3,6,44,2,1,1,,,,,,,,,,,,,,,,,,,,,1,1
12,Jonathan Tah,4.0,de GER,CB,27-189,90,1,0,0,0,1,1,0,0,66,2,0,3,0.2,0.2,0.0,0,0,48,51,94.1,2,35,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1
13,Odilon Kossonou,6.0,ci CIV,CB,22-227,90,0,0,0,0,0,0,0,0,57,1,2,2,0.0,0.0,0.0,1,1,41,50,82.0,1,30,3,2,1,,,,,,,,,,,,,,,,,,,,,1,1
14,Lukáš Hrádecký,1.0,fi FIN,GK,33-268,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,18,25,72.0,0,16,0,0,0,6.0,2.0,4.0,66.7,1.5,7.0,13.0,53.8,19.0,4.0,52.6,40.9,6.0,50.0,43.2,11.0,2.0,18.2,1.0,12.4,1,1
0,Dani Olmo,7.0,es ESP,"FW,LW",25-104,90,1,0,0,0,1,1,0,0,43,1,0,0,0.2,0.2,0.0,1,0,30,38,78.9,5,33,2,2,2,,,,,,,,,,,,,,,,,,,,,0,1
1,Loïs Openda,17.0,be BEL,FW,23-184,74,1,0,0,0,4,1,0,0,26,0,0,0,1.0,1.0,0.0,0,0,13,15,86.7,1,16,1,3,1,,,,,,,,,,,,,,,,,,,,,0,1
2,Emil Forsberg,10.0,se SWE,FW,31-300,16,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,6,7,85.7,2,6,1,0,0,,,,,,,,,,,,,,,,,,,,,0,1
3,Timo Werner,11.0,de GER,AM,27-166,61,0,0,0,0,1,0,0,0,24,0,0,0,0.0,0.0,0.0,3,0,9,16,56.3,0,21,1,3,0,,,,,,,,,,,,,,,,,,,,,0,1
4,Yussuf Poulsen,9.0,dk DEN,RW,29-065,29,0,0,0,0,2,2,0,0,11,0,0,0,0.2,0.2,0.0,3,0,5,5,100.0,0,8,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1
5,Xavi Simons,20.0,nl NED,AM,20-120,61,0,0,0,0,0,0,0,0,29,0,1,0,0.0,0.0,0.0,0,0,20,23,87.0,3,19,3,0,0,,,,,,,,,,,,,,,,,,,,,0,1
6,Kevin Kampl,44.0,si SVN,CM,32-314,29,0,0,0,0,0,0,0,0,29,2,1,0,0.0,0.0,0.1,2,0,25,27,92.6,1,24,3,0,0,,,,,,,,,,,,,,,,,,,,,0,1
7,Xaver Schlager,24.0,at AUT,"DM,CM",25-325,83,0,0,0,0,1,0,0,0,46,2,1,0,0.0,0.0,0.0,1,0,33,40,82.5,5,37,2,1,1,,,,,,,,,,,,,,,,,,,,,0,1
8,Fabio Carvalho,18.0,pt POR,CM,20-354,7,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,6,6,100.0,0,7,0,2,1,,,,,,,,,,,,,,,,,,,,,0,1
9,Nicolas Seiwald,13.0,at AUT,DM,22-107,61,0,0,0,0,0,0,1,0,30,3,0,2,0.0,0.0,0.0,1,0,20,22,90.9,1,20,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1
10,Castello Lukeba,23.0,fr FRA,CB,20-245,29,0,0,0,0,0,0,1,0,31,1,0,1,0.0,0.0,0.0,0,0,26,27,96.3,1,24,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1
11,David Raum,22.0,de GER,"LB,LM",25-119,90,0,1,0,0,0,0,0,0,83,1,1,1,0.0,0.0,0.4,4,2,54,76,71.1,4,45,3,3,0,,,,,,,,,,,,,,,,,,,,,0,1
12,Willi Orban,4.0,hu HUN,CB,30-289,90,0,0,0,0,0,0,0,0,101,2,1,2,0.0,0.0,0.0,0,0,80,92,87.0,5,85,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1
13,Mohamed Simakan,2.0,fr FRA,CB,23-108,90,0,1,0,0,0,0,0,0,102,4,1,1,0.0,0.0,0.6,2,1,88,93,94.6,8,80,1,2,2,,,,,,,,,,,,,,,,,,,,,0,1
14,Benjamin Henrichs,39.0,de GER,"RB,RM",26-177,90,0,0,0,0,5,2,0,0,72,0,2,1,0.1,0.1,0.0,4,0,49,62,79.0,5,51,4,1,1,,,,,,,,,,,,,,,,,,,,,0,1
15,Janis Blaswich,21.0,de GER,GK,32-109,90,0,0,0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.0,0,0,45,50,90.0,0,39,0,0,0,7.0,3.0,4.0,57.1,2.8,1.0,6.0,16.7,44.0,6.0,13.6,26.7,6.0,0.0,17.5,13.0,1.0,7.7,5.0,21.9,0,1
0,Jonas Wind,23.0,dk DEN,FW,24-193,90,2,0,0,0,2,2,0,0,32,1,0,1,0.9,0.9,0.1,3,0,14,21,66.7,6,15,1,1,0,,,,,,,,,,,,,,,,,,,,,1,2
1,Patrick Wimmer,39.0,at AUT,LW,22-081,65,0,0,0,0,0,0,1,0,25,0,1,2,0.0,0.0,0.0,0,0,12,16,75.0,0,14,0,2,1,,,,,,,,,,,,,,,,,,,,,1,2
2,Jakub Kamiński,16.0,pl POL,"RW,LW",21-075,25,0,0,0,0,2,0,0,0,14,0,0,1,0.1,0.1,0.0,1,0,7,9,77.8,2,8,2,1,0,,,,,,,,,,,,,,,,,,,,,1,2
3,Václav Černý,7.0,cz CZE,RW,25-306,64,0,1,0,0,3,0,0,0,28,1,1,0,0.3,0.3,0.0,6,1,13,18,72.2,3,18,3,4,1,,,,,,,,,,,,,,,,,,,,,1,2
4,Tiago Tomás,11.0,pt POR,"LW,AM",21-064,26,0,0,0,0,1,1,0,0,12,0,0,2,0.0,0.0,0.0,0,0,2,6,33.3,0,7,1,0,0,,,,,,,,,,,,,,,,,,,,,1,2
5,Lovro Majer,19.0,hr CRO,LM,25-214,65,0,0,0,0,3,2,0,0,44,1,1,2,0.2,0.2,0.0,0,0,25,34,73.5,1,26,4,0,0,,,,,,,,,,,,,,,,,,,,,1,2
6,Aster Vranckx,6.0,be BEL,DM,20-319,25,0,0,0,0,0,0,1,0,22,1,2,1,0.0,0.0,0.0,0,0,13,15,86.7,1,7,0,1,0,,,,,,,,,,,,,,,,,,,,,1,2
7,Yannick Gerhardt,31.0,de GER,"CM,AM,DM",29-159,90,0,0,0,0,1,1,1,0,52,1,0,1,0.0,0.0,0.0,2,0,33,46,71.7,0,25,1,0,0,,,,,,,,,,,,,,,,,,,,,1,2
8,Mattias Svanberg,32.0,se SWE,"RM,DM",24-226,86,0,1,0,0,4,2,0,0,46,2,1,2,0.3,0.3,0.4,9,2,27,33,81.8,5,20,5,5,3,,,,,,,,,,,,,,,,,,,,,1,2
9,Nicolas Cozza,8.0,fr FRA,LB,24-223,4,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,2,3,66.7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,2
10,Joakim Mæhle,21.0,dk DEN,"LB,RB",26-091,90,0,0,0,0,1,0,0,0,77,4,4,5,0.1,0.1,0.0,3,0,51,56,91.1,3,40,2,2,0,,,,,,,,,,,,,,,,,,,,,1,2
11,Cedric Zesiger,5.0,ch SUI,CB,25-056,90,0,0,0,0,0,0,0,0,97,0,1,2,0.0,0.0,0.0,1,0,74,86,86.0,10,58,1,1,1,,,,,,,,,,,,,,,,,,,,,1,2
12,Maxence Lacroix,4.0,fr FRA,CB,23-135,90,0,0,0,0,0,0,0,0,74,4,2,3,0.0,0.0,0.0,2,1,56,62,90.3,7,35,1,0,0,,,,,,,,,,,,,,,,,,,,,1,2
13,Ridle Baku,20.0,de GER,"RB,RW",25-133,89,0,0,0,0,1,0,0,0,72,2,3,1,0.1,0.1,0.6,5,0,43,56,76.8,4,35,0,1,0,,,,,,,,,,,,,,,,,,,,,1,2
14,Kevin Paredes,40.0,us USA,RW,20-104,1,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,1,0,1,1,100.0,0,3,0,3,1,,,,,,,,,,,,,,,,,,,,,1,2
15,Koen Casteels,1.0,be BEL,GK,31-055,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,36,43,83.7,0,26,0,0,0,1.0,0.0,1.0,100.0,0.1,7.0,14.0,50.0,37.0,5.0,27.0,31.8,6.0,66.7,46.0,19.0,2.0,10.5,2.0,16.8,1,2
0,Marvin Pieringer,18.0,de GER,FW,23-319,57,0,0,0,0,1,0,0,0,23,0,0,3,0.0,0.0,0.0,1,0,9,12,75.0,1,11,0,3,1,,,,,,,,,,,,,,,,,,,,,0,2
1,Kevin Sessa,16.0,de GER,RM,23-044,33,0,0,0,0,3,0,0,0,23,0,0,3,0.6,0.6,0.0,0,0,8,15,53.3,2,12,1,1,1,,,,,,,,,,,,,,,,,,,,,0,2
2,Tim Kleindienst,10.0,de GER,FW,27-353,90,0,0,0,0,1,0,0,0,32,0,0,0,0.0,0.0,0.6,1,0,16,26,61.5,3,16,2,3,1,,,,,,,,,,,,,,,,,,,,,0,2
3,Florian Pick,17.0,de GER,LM,27-345,90,0,0,0,0,2,0,0,0,66,3,1,1,0.0,0.0,0.2,4,0,40,51,78.4,2,38,2,7,2,,,,,,,,,,,,,,,,,,,,,0,2
4,Adrian Beck,21.0,de GER,CM,26-071,45,0,0,0,0,1,1,0,0,29,2,0,1,0.1,0.1,0.0,3,0,18,24,75.0,2,16,2,3,2,,,,,,,,,,,,,,,,,,,,,0,2
5,Denis Thomalla,11.0,de GER,CM,31-003,45,0,0,0,0,2,0,0,0,44,2,1,1,0.1,0.1,0.0,2,0,32,38,84.2,4,27,2,0,0,,,,,,,,,,,,,,,,,,,,,0,2
6,Eren Dinkçi,8.0,de GER,RM,21-249,57,0,0,0,0,0,0,0,0,25,3,0,0,0.0,0.0,0.0,1,0,7,16,43.8,1,15,1,3,1,,,,,,,,,,,,,,,,,,,,,0,2
7,Nikola Dovedan,20.0,at AUT,CM,29-044,33,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.0,1,0,7,10,70.0,3,8,1,4,2,,,,,,,,,,,,,,,,,,,,,0,2
8,Lennard Maloney,33.0,us USA,DM,23-315,83,0,0,0,0,1,0,0,0,49,4,0,2,0.1,0.1,0.0,0,0,32,40,80.0,3,26,0,0,0,,,,,,,,,,,,,,,,,,,,,0,2
9,Stefan Schimmer,9.0,de GER,FW,29-113,7,0,0,0,0,0,0,0,0,2,0,0,1,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,2
10,Jonas Föhrenbach,19.0,de GER,LB,27-205,90,0,0,0,0,0,0,0,0,63,1,0,1,0.0,0.0,0.1,4,0,42,57,73.7,4,37,0,2,1,,,,,,,,,,,,,,,,,,,,,0,2
11,Tim Siersleben,4.0,de GER,CB,23-163,90,0,0,0,0,0,0,0,0,84,3,5,3,0.0,0.0,0.1,2,0,61,72,84.7,5,35,3,0,0,,,,,,,,,,,,,,,,,,,,,0,2
12,Patrick Mainka,6.0,de GER,CB,28-286,90,0,0,0,0,2,0,0,0,68,0,2,0,0.2,0.2,0.0,2,0,51,61,83.6,7,43,1,0,0,,,,,,,,,,,,,,,,,,,,,0,2
13,Marnon Busch,2.0,de GER,RB,28-254,31,0,0,0,0,1,0,0,0,25,0,1,0,0.0,0.0,0.0,0,0,14,23,60.9,3,13,1,2,1,,,,,,,,,,,,,,,,,,,,,0,2
14,Omar Traoré,23.0,de GER,RB,25-196,59,0,0,0,0,0,0,0,0,48,1,3,0,0.0,0.0,0.0,1,0,36,42,85.7,1,21,1,1,1,,,,,,,,,,,,,,,,,,,,,0,2
15,Kevin Müller,1.0,de GER,GK,32-157,90,0,0,0,0,0,0,0,0,59,0,0,0,0.0,0.0,0.0,0,0,47,55,85.5,0,32,0,0,0,8.0,2.0,6.0,75.0,2.4,6.0,14.0,42.9,47.0,9.0,23.4,33.6,8.0,37.5,29.0,6.0,0.0,0.0,0.0,5.0,0,2
0,Serhou Guirassy,9.0,gn GUI,FW,27-160,82,2,0,0,0,4,2,0,0,34,0,0,1,0.8,0.8,0.1,1,0,15,21,71.4,2,25,2,2,0,,,,,,,,,,,,,,,,,,,,,1,3
1,Jovan Milošević,19.0,rs SRB,FW,18-019,8,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,1,3
2,Chris Führich,27.0,de GER,LW,25-222,90,0,2,0,0,2,0,0,0,65,0,0,2,0.1,0.1,1.2,9,2,44,54,81.5,5,50,10,5,1,,,,,,,,,,,,,,,,,,,,,1,3
3,Silas Katompa,14.0,cd COD,RW,24-317,77,2,0,0,0,2,2,0,0,36,0,0,1,0.9,0.9,0.0,0,0,15,22,68.2,3,30,5,11,4,,,,,,,,,,,,,,,,,,,,,1,3
4,Jamie Leweling,18.0,de GER,RW,22-174,13,0,0,0,0,1,0,0,0,5,0,0,0,0.2,0.2,0.0,0,0,4,4,100.0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,1,3
5,Jeong Woo-yeong,10.0,kr KOR,AM,23-333,90,0,0,0,0,4,2,0,0,49,2,0,0,0.7,0.7,0.0,4,1,37,38,97.4,1,39,2,2,0,,,,,,,,,,,,,,,,,,,,,1,3
6,Atakan Karazor,16.0,de GER,DM,26-310,77,0,0,0,0,0,0,0,0,55,2,1,1,0.0,0.0,0.0,3,1,43,47,91.5,6,33,1,1,0,,,,,,,,,,,,,,,,,,,,,1,3
7,Lilian Egloff,25.0,de GER,DM,20-364,13,0,0,0,0,1,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,7,7,100.0,0,8,2,1,0,,,,,,,,,,,,,,,,,,,,,1,3
8,Enzo Millot,8.0,fr FRA,DM,21-033,90,0,0,0,0,1,1,0,0,86,1,3,0,0.0,0.0,0.1,6,0,67,78,85.9,7,67,2,4,3,,,,,,,,,,,,,,,,,,,,,1,3
9,Hiroki Ito,21.0,jp JPN,LB,24-099,77,0,1,0,0,2,0,0,0,87,1,1,1,0.1,0.1,0.4,5,2,69,79,87.3,7,75,4,2,1,,,,,,,,,,,,,,,,,,,,,1,3
10,Borna Sosa,24.0,hr CRO,LB,25-210,13,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.3,3,0,14,20,70.0,1,16,2,0,0,,,,,,,,,,,,,,,,,,,,,1,3
11,Dan-Axel Zagadou,23.0,fr FRA,CB,24-077,90,1,0,0,0,1,1,1,0,58,0,1,0,0.2,0.2,0.0,0,0,38,49,77.6,3,37,0,0,0,,,,,,,,,,,,,,,,,,,,,1,3
12,Waldemar Anton,2.0,de GER,CB,27-030,90,0,0,0,0,1,0,0,0,69,0,1,0,0.1,0.1,0.0,1,1,57,66,86.4,4,55,0,0,0,,,,,,,,,,,,,,,,,,,,,1,3
13,Pascal Stenzel,15.0,de GER,RB,27-152,77,0,2,0,0,2,1,0,0,72,1,1,1,0.0,0.0,0.7,4,3,52,65,80.0,10,49,8,1,1,,,,,,,,,,,,,,,,,,,,,1,3
14,Roberto Massimo,32.0,de GER,RB,22-311,13,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,7,10,70.0,1,8,1,0,0,,,,,,,,,,,,,,,,,,,,,1,3
15,Alexander Nübel,33.0,de GER,GK,26-323,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,1,0,34,38,89.5,0,26,0,0,0,1.0,0.0,1.0,100.0,0.7,4.0,6.0,66.7,33.0,9.0,12.1,30.0,5.0,40.0,35.2,6.0,3.0,50.0,5.0,19.4,1,3
0,Philipp Hofmann,33.0,de GER,FW,30-142,45,0,0,0,0,1,0,0,0,9,0,0,0,0.5,0.5,0.0,0,0,4,6,66.7,1,4,0,1,0,,,,,,,,,,,,,,,,,,,,,0,3
1,Simon Zoller,9.0,de GER,"FW,AM",32-054,45,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,0,0,5,8,62.5,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,0,3
2,Christopher Antwi-Adjei,22.0,gh GHA,AM,29-193,64,0,0,0,0,1,0,1,0,26,0,0,0,0.1,0.1,0.5,1,0,15,23,65.2,1,12,0,1,0,,,,,,,,,,,,,,,,,,,,,0,3
3,Moritz Broschinski,29.0,de GER,"AM,FW",22-330,26,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,3
4,Takuma Asano,11.0,jp JPN,AM,28-282,68,0,0,0,0,1,1,0,0,14,0,0,1,0.1,0.1,0.0,1,0,9,9,100.0,3,9,1,0,0,,,,,,,,,,,,,,,,,,,,,0,3
5,Lukas Daschner,13.0,de GER,AM,24-322,22,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,0,3
