Year,District,Neighbourhood,Place_of_origin,Amount
2019,Horta-Guinardo,la Teixonera,Navarra,1
2019,Horta-Guinardo,Sant Genis dels Agudells,Navarra,3
2019,Horta-Guinardo,Montbau,Navarra,1
2019,Horta-Guinardo,la Vall d'Hebron,Navarra,1
2019,Horta-Guinardo,la Clota,Navarra,0
2019,Horta-Guinardo,Horta,Navarra,7
2019,Nou Barris,Vilapicina i la Torre Llobeta,Navarra,1
2019,Nou Barris,Porta,Navarra,9
2019,Nou Barris,el Turo de la Peira,Navarra,2
2019,Nou Barris,Can Peguera,Navarra,0
2019,Nou Barris,la Guineueta,Navarra,0
2019,Nou Barris,Canyelles,Navarra,0
2019,Nou Barris,les Roquetes,Navarra,1
2019,Nou Barris,Verdun,Navarra,0
2019,Nou Barris,la Prosperitat,Navarra,1
2019,Nou Barris,la Trinitat Nova,Navarra,0
2019,Nou Barris,Torre Baro,Navarra,0
2019,Nou Barris,Ciutat Meridiana,Navarra,5
2019,Nou Barris,Vallbona,Navarra,0
2019,Sant Andreu,la Trinitat Vella,Navarra,2
2019,Sant Andreu,Baro de Viver,Navarra,0
2019,Sant Andreu,el Bon Pastor,Navarra,3
2019,Sant Andreu,Sant Andreu,Navarra,6
2019,Sant Andreu,la Sagrera,Navarra,7
2019,Sant Andreu,el Congres i els Indians,Navarra,0
2019,Sant Andreu,Navas,Navarra,1
2019,Sant Marti,el Camp de l'Arpa del Clot,Navarra,3
2019,Sant Marti,el Clot,Navarra,2
2019,Sant Marti,el Parc i la Llacuna del Poblenou,Navarra,3
2019,Sant Marti,la Vila Olimpica del Poblenou,Navarra,1
2019,Sant Marti,el Poblenou,Navarra,3
2019,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Navarra,2
2019,Sant Marti,el Besos i el Maresme,Navarra,7
2019,Sant Marti,Provencals del Poblenou,Navarra,1
2019,Sant Marti,Sant Marti de Provencals,Navarra,0
2019,Sant Marti,la Verneda i la Pau,Navarra,2
2019,Ciutat Vella,el Raval,Basque Country,30
2019,Ciutat Vella,el Barri Gotic,Basque Country,24
2019,Ciutat Vella,la Barceloneta,Basque Country,7
2019,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Basque Country,14
2019,Eixample,el Fort Pienc,Basque Country,11
2019,Eixample,la Sagrada Familia,Basque Country,31
2019,Eixample,la Dreta de l'Eixample,Basque Country,24
2019,Eixample,l'Antiga Esquerra de l'Eixample,Basque Country,27
2019,Eixample,la Nova Esquerra de l'Eixample,Basque Country,42
2019,Eixample,Sant Antoni,Basque Country,17
2019,Sants-Montjuic,el Poble Sec,Basque Country,21
2019,Sants-Montjuic,la Marina del Prat Vermell,Basque Country,0
2019,Sants-Montjuic,la Marina de Port,Basque Country,7
2019,Sants-Montjuic,la Font de la Guatlla,Basque Country,4
2019,Sants-Montjuic,Hostafrancs,Basque Country,11
2019,Sants-Montjuic,la Bordeta,Basque Country,5
2019,Sants-Montjuic,Sants - Badal,Basque Country,10
2019,Sants-Montjuic,Sants,Basque Country,33
2019,Les Corts,les Corts,Basque Country,8
2019,Les Corts,la Maternitat i Sant Ramon,Basque Country,8
2019,Les Corts,Pedralbes,Basque Country,3
2019,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Basque Country,1
2019,Sarria-Sant Gervasi,Sarria,Basque Country,10
2019,Sarria-Sant Gervasi,les Tres Torres,Basque Country,6
2019,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Basque Country,2
2019,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Basque Country,11
2019,Sarria-Sant Gervasi,el Putxet i el Farro,Basque Country,10
2019,Gracia,Vallcarca i els Penitents,Basque Country,6
2019,Gracia,el Coll,Basque Country,1
2019,Gracia,la Salut,Basque Country,9
2019,Gracia,la Vila de Gracia,Basque Country,33
2019,Gracia,el Camp d'en Grassot i Gracia Nova,Basque Country,14
2019,Horta-Guinardo,el Baix Guinardo,Basque Country,6
2019,Horta-Guinardo,Can Baro,Basque Country,8
2019,Horta-Guinardo,el Guinardo,Basque Country,4
2019,Horta-Guinardo,la Font d'en Fargues,Basque Country,5
2019,Horta-Guinardo,el Carmel,Basque Country,13
2019,Horta-Guinardo,la Teixonera,Basque Country,7
2019,Horta-Guinardo,Sant Genis dels Agudells,Basque Country,1
2019,Horta-Guinardo,Montbau,Basque Country,0
2019,Horta-Guinardo,la Vall d'Hebron,Basque Country,0
2019,Horta-Guinardo,la Clota,Basque Country,0
2019,Horta-Guinardo,Horta,Basque Country,5
2019,Nou Barris,Vilapicina i la Torre Llobeta,Basque Country,10
2019,Nou Barris,Porta,Basque Country,6
2019,Nou Barris,el Turo de la Peira,Basque Country,4
2019,Nou Barris,Can Peguera,Basque Country,0
2019,Nou Barris,la Guineueta,Basque Country,3
2019,Nou Barris,Canyelles,Basque Country,2
2019,Nou Barris,les Roquetes,Basque Country,0
2019,Nou Barris,Verdun,Basque Country,2
2019,Nou Barris,la Prosperitat,Basque Country,10
2019,Nou Barris,la Trinitat Nova,Basque Country,1
2019,Nou Barris,Torre Baro,Basque Country,0
2019,Nou Barris,Ciutat Meridiana,Basque Country,1
2019,Nou Barris,Vallbona,Basque Country,0
2019,Sant Andreu,la Trinitat Vella,Basque Country,10
2019,Sant Andreu,Baro de Viver,Basque Country,0
2019,Sant Andreu,el Bon Pastor,Basque Country,5
2019,Sant Andreu,Sant Andreu,Basque Country,18
2019,Sant Andreu,la Sagrera,Basque Country,14
2019,Sant Andreu,el Congres i els Indians,Basque Country,6
2019,Sant Andreu,Navas,Basque Country,3
2019,Sant Marti,el Camp de l'Arpa del Clot,Basque Country,7
2019,Sant Marti,el Clot,Basque Country,7
2019,Sant Marti,el Parc i la Llacuna del Poblenou,Basque Country,6
2019,Sant Marti,la Vila Olimpica del Poblenou,Basque Country,1
2019,Sant Marti,el Poblenou,Basque Country,14
2019,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Basque Country,9
2019,Sant Marti,el Besos i el Maresme,Basque Country,21
2019,Sant Marti,Provencals del Poblenou,Basque Country,1
2019,Sant Marti,Sant Marti de Provencals,Basque Country,9
2019,Sant Marti,la Verneda i la Pau,Basque Country,5
2019,Ciutat Vella,el Raval,Rioja,6
2019,Ciutat Vella,el Barri Gotic,Rioja,2
2019,Ciutat Vella,la Barceloneta,Rioja,1
2019,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Rioja,7
2019,Eixample,el Fort Pienc,Rioja,1
2019,Eixample,la Sagrada Familia,Rioja,5
2019,Eixample,la Dreta de l'Eixample,Rioja,2
2019,Eixample,l'Antiga Esquerra de l'Eixample,Rioja,3
2019,Eixample,la Nova Esquerra de l'Eixample,Rioja,5
2019,Eixample,Sant Antoni,Rioja,0
2019,Sants-Montjuic,el Poble Sec,Rioja,2
2019,Sants-Montjuic,la Marina del Prat Vermell,Rioja,0
2019,Sants-Montjuic,la Marina de Port,Rioja,0
2019,Sants-Montjuic,la Font de la Guatlla,Rioja,1
2019,Sants-Montjuic,Hostafrancs,Rioja,3
2019,Sants-Montjuic,la Bordeta,Rioja,2
2019,Sants-Montjuic,Sants - Badal,Rioja,3
2019,Sants-Montjuic,Sants,Rioja,2
2019,Les Corts,les Corts,Rioja,8
2019,Les Corts,la Maternitat i Sant Ramon,Rioja,0
2019,Les Corts,Pedralbes,Rioja,2
2019,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Rioja,0
2019,Sarria-Sant Gervasi,Sarria,Rioja,2
2019,Sarria-Sant Gervasi,les Tres Torres,Rioja,0
2019,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Rioja,0
2019,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Rioja,1
2019,Sarria-Sant Gervasi,el Putxet i el Farro,Rioja,2
2019,Gracia,Vallcarca i els Penitents,Rioja,0
2019,Gracia,el Coll,Rioja,0
2019,Gracia,la Salut,Rioja,2
2019,Gracia,la Vila de Gracia,Rioja,5
2019,Gracia,el Camp d'en Grassot i Gracia Nova,Rioja,2
2019,Horta-Guinardo,el Baix Guinardo,Rioja,2
2019,Horta-Guinardo,Can Baro,Rioja,0
2019,Horta-Guinardo,el Guinardo,Rioja,2
2019,Horta-Guinardo,la Font d'en Fargues,Rioja,0
2019,Horta-Guinardo,el Carmel,Rioja,0
2019,Horta-Guinardo,la Teixonera,Rioja,0
2019,Horta-Guinardo,Sant Genis dels Agudells,Rioja,0
2019,Horta-Guinardo,Montbau,Rioja,0
2019,Horta-Guinardo,la Vall d'Hebron,Rioja,1
2019,Horta-Guinardo,la Clota,Rioja,0
2019,Horta-Guinardo,Horta,Rioja,1
2019,Nou Barris,Vilapicina i la Torre Llobeta,Rioja,4
2019,Nou Barris,Porta,Rioja,1
2019,Nou Barris,el Turo de la Peira,Rioja,2
2019,Nou Barris,Can Peguera,Rioja,0
2019,Nou Barris,la Guineueta,Rioja,0
2019,Nou Barris,Canyelles,Rioja,0
2019,Nou Barris,les Roquetes,Rioja,0
2019,Nou Barris,Verdun,Rioja,0
2019,Nou Barris,la Prosperitat,Rioja,3
2019,Nou Barris,la Trinitat Nova,Rioja,1
2019,Nou Barris,Torre Baro,Rioja,0
2019,Nou Barris,Ciutat Meridiana,Rioja,1
2019,Nou Barris,Vallbona,Rioja,0
2019,Sant Andreu,la Trinitat Vella,Rioja,1
2019,Sant Andreu,Baro de Viver,Rioja,1
2019,Sant Andreu,el Bon Pastor,Rioja,1
2019,Sant Andreu,Sant Andreu,Rioja,3
2019,Sant Andreu,la Sagrera,Rioja,2
2019,Sant Andreu,el Congres i els Indians,Rioja,0
2019,Sant Andreu,Navas,Rioja,0
2019,Sant Marti,el Camp de l'Arpa del Clot,Rioja,1
2019,Sant Marti,el Clot,Rioja,3
2019,Sant Marti,el Parc i la Llacuna del Poblenou,Rioja,2
2019,Sant Marti,la Vila Olimpica del Poblenou,Rioja,0
2019,Sant Marti,el Poblenou,Rioja,2
2019,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Rioja,0
2019,Sant Marti,el Besos i el Maresme,Rioja,4
2019,Sant Marti,Provencals del Poblenou,Rioja,0
2019,Sant Marti,Sant Marti de Provencals,Rioja,0
2019,Sant Marti,la Verneda i la Pau,Rioja,8
2019,Ciutat Vella,el Raval,Ceuta,4
2019,Ciutat Vella,el Barri Gotic,Ceuta,3
2019,Ciutat Vella,la Barceloneta,Ceuta,0
2019,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Ceuta,2
2019,Eixample,el Fort Pienc,Ceuta,0
2019,Eixample,la Sagrada Familia,Ceuta,0
2019,Eixample,la Dreta de l'Eixample,Ceuta,0
2019,Eixample,l'Antiga Esquerra de l'Eixample,Ceuta,0
2019,Eixample,la Nova Esquerra de l'Eixample,Ceuta,2
2019,Eixample,Sant Antoni,Ceuta,5
2019,Sants-Montjuic,el Poble Sec,Ceuta,3
2019,Sants-Montjuic,la Marina del Prat Vermell,Ceuta,0
2019,Sants-Montjuic,la Marina de Port,Ceuta,0
2019,Sants-Montjuic,la Font de la Guatlla,Ceuta,0
2019,Sants-Montjuic,Hostafrancs,Ceuta,0
2019,Sants-Montjuic,la Bordeta,Ceuta,0
2019,Sants-Montjuic,Sants - Badal,Ceuta,0
2019,Sants-Montjuic,Sants,Ceuta,4
2019,Les Corts,les Corts,Ceuta,1
2019,Les Corts,la Maternitat i Sant Ramon,Ceuta,1
2019,Les Corts,Pedralbes,Ceuta,3
2019,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Ceuta,0
2019,Sarria-Sant Gervasi,Sarria,Ceuta,0
2019,Sarria-Sant Gervasi,les Tres Torres,Ceuta,0
2019,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Ceuta,0
2019,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Ceuta,0
2019,Sarria-Sant Gervasi,el Putxet i el Farro,Ceuta,0
2019,Gracia,Vallcarca i els Penitents,Ceuta,0
2019,Gracia,el Coll,Ceuta,0
2019,Gracia,la Salut,Ceuta,0
2019,Gracia,la Vila de Gracia,Ceuta,0
2019,Gracia,el Camp d'en Grassot i Gracia Nova,Ceuta,0
2019,Horta-Guinardo,el Baix Guinardo,Ceuta,1
2019,Horta-Guinardo,Can Baro,Ceuta,0
2019,Horta-Guinardo,el Guinardo,Ceuta,0
2019,Horta-Guinardo,la Font d'en Fargues,Ceuta,0
2019,Horta-Guinardo,el Carmel,Ceuta,1
2019,Horta-Guinardo,la Teixonera,Ceuta,2
2019,Horta-Guinardo,Sant Genis dels Agudells,Ceuta,1
2019,Horta-Guinardo,Montbau,Ceuta,0
2019,Horta-Guinardo,la Vall d'Hebron,Ceuta,0
2019,Horta-Guinardo,la Clota,Ceuta,0
2019,Horta-Guinardo,Horta,Ceuta,1
2019,Nou Barris,Vilapicina i la Torre Llobeta,Ceuta,0
2019,Nou Barris,Porta,Ceuta,1
2019,Nou Barris,el Turo de la Peira,Ceuta,0
2019,Nou Barris,Can Peguera,Ceuta,0
2019,Nou Barris,la Guineueta,Ceuta,0
2019,Nou Barris,Canyelles,Ceuta,0
2019,Nou Barris,les Roquetes,Ceuta,0
2019,Nou Barris,Verdun,Ceuta,0
2019,Nou Barris,la Prosperitat,Ceuta,0
2019,Nou Barris,la Trinitat Nova,Ceuta,0
2019,Nou Barris,Torre Baro,Ceuta,0
2019,Nou Barris,Ciutat Meridiana,Ceuta,0
2019,Nou Barris,Vallbona,Ceuta,0
2019,Sant Andreu,la Trinitat Vella,Ceuta,0
2019,Sant Andreu,Baro de Viver,Ceuta,0
2019,Sant Andreu,el Bon Pastor,Ceuta,1
2019,Sant Andreu,Sant Andreu,Ceuta,0
2019,Sant Andreu,la Sagrera,Ceuta,0
2019,Sant Andreu,el Congres i els Indians,Ceuta,0
2019,Sant Andreu,Navas,Ceuta,0
2019,Sant Marti,el Camp de l'Arpa del Clot,Ceuta,0
2019,Sant Marti,el Clot,Ceuta,0
2019,Sant Marti,el Parc i la Llacuna del Poblenou,Ceuta,0
2019,Sant Marti,la Vila Olimpica del Poblenou,Ceuta,0
2019,Sant Marti,el Poblenou,Ceuta,0
2019,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Ceuta,0
2019,Sant Marti,el Besos i el Maresme,Ceuta,0
2019,Sant Marti,Provencals del Poblenou,Ceuta,1
2019,Sant Marti,Sant Marti de Provencals,Ceuta,0
2019,Sant Marti,la Verneda i la Pau,Ceuta,2
2019,Ciutat Vella,el Raval,Melilla,4
2019,Ciutat Vella,el Barri Gotic,Melilla,8
2019,Ciutat Vella,la Barceloneta,Melilla,3
2019,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Melilla,1
2019,Eixample,el Fort Pienc,Melilla,1
2019,Eixample,la Sagrada Familia,Melilla,2
2019,Eixample,la Dreta de l'Eixample,Melilla,1
2019,Eixample,l'Antiga Esquerra de l'Eixample,Melilla,2
2019,Eixample,la Nova Esquerra de l'Eixample,Melilla,2
2019,Eixample,Sant Antoni,Melilla,1
2019,Sants-Montjuic,el Poble Sec,Melilla,1
2019,Sants-Montjuic,la Marina del Prat Vermell,Melilla,0
2019,Sants-Montjuic,la Marina de Port,Melilla,1
2019,Sants-Montjuic,la Font de la Guatlla,Melilla,1
2019,Sants-Montjuic,Hostafrancs,Melilla,0
2019,Sants-Montjuic,la Bordeta,Melilla,0
2019,Sants-Montjuic,Sants - Badal,Melilla,3
2019,Sants-Montjuic,Sants,Melilla,13
2019,Les Corts,les Corts,Melilla,2
2019,Les Corts,la Maternitat i Sant Ramon,Melilla,0
2019,Les Corts,Pedralbes,Melilla,1
2019,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Melilla,0
2019,Sarria-Sant Gervasi,Sarria,Melilla,0
2019,Sarria-Sant Gervasi,les Tres Torres,Melilla,0
2019,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Melilla,1
2019,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Melilla,0
2019,Sarria-Sant Gervasi,el Putxet i el Farro,Melilla,0
2019,Gracia,Vallcarca i els Penitents,Melilla,0
2019,Gracia,el Coll,Melilla,0
2019,Gracia,la Salut,Melilla,0
2019,Gracia,la Vila de Gracia,Melilla,0
2019,Gracia,el Camp d'en Grassot i Gracia Nova,Melilla,0
2019,Horta-Guinardo,el Baix Guinardo,Melilla,0
2019,Horta-Guinardo,Can Baro,Melilla,0
2019,Horta-Guinardo,el Guinardo,Melilla,0
2019,Horta-Guinardo,la Font d'en Fargues,Melilla,0
2019,Horta-Guinardo,el Carmel,Melilla,0
2019,Horta-Guinardo,la Teixonera,Melilla,0
2019,Horta-Guinardo,Sant Genis dels Agudells,Melilla,0
2019,Horta-Guinardo,Montbau,Melilla,0
2019,Horta-Guinardo,la Vall d'Hebron,Melilla,0
2019,Horta-Guinardo,la Clota,Melilla,0
2019,Horta-Guinardo,Horta,Melilla,1
2019,Nou Barris,Vilapicina i la Torre Llobeta,Melilla,3
2019,Nou Barris,Porta,Melilla,0
2019,Nou Barris,el Turo de la Peira,Melilla,0
2019,Nou Barris,Can Peguera,Melilla,1
2019,Nou Barris,la Guineueta,Melilla,0
2019,Nou Barris,Canyelles,Melilla,0
2019,Nou Barris,les Roquetes,Melilla,0
2019,Nou Barris,Verdun,Melilla,0
2019,Nou Barris,la Prosperitat,Melilla,0
2019,Nou Barris,la Trinitat Nova,Melilla,3
2019,Nou Barris,Torre Baro,Melilla,1
2019,Nou Barris,Ciutat Meridiana,Melilla,0
2019,Nou Barris,Vallbona,Melilla,0
2019,Sant Andreu,la Trinitat Vella,Melilla,1
2019,Sant Andreu,Baro de Viver,Melilla,0
2019,Sant Andreu,el Bon Pastor,Melilla,0
2019,Sant Andreu,Sant Andreu,Melilla,2
2019,Sant Andreu,la Sagrera,Melilla,0
2019,Sant Andreu,el Congres i els Indians,Melilla,0
2019,Sant Andreu,Navas,Melilla,1
2019,Sant Marti,el Camp de l'Arpa del Clot,Melilla,4
2019,Sant Marti,el Clot,Melilla,0
2019,Sant Marti,el Parc i la Llacuna del Poblenou,Melilla,1
2019,Sant Marti,la Vila Olimpica del Poblenou,Melilla,0
2019,Sant Marti,el Poblenou,Melilla,0
2019,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Melilla,0
2019,Sant Marti,el Besos i el Maresme,Melilla,2
2019,Sant Marti,Provencals del Poblenou,Melilla,1
2019,Sant Marti,Sant Marti de Provencals,Melilla,0
2019,Sant Marti,la Verneda i la Pau,Melilla,1
2019,Ciutat Vella,el Raval,Foreign countries,4199
2019,Ciutat Vella,el Barri Gotic,Foreign countries,3504
2019,Ciutat Vella,la Barceloneta,Foreign countries,1352
2019,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Foreign countries,2136
2019,Eixample,el Fort Pienc,Foreign countries,2059
2019,Eixample,la Sagrada Familia,Foreign countries,2536
2019,Eixample,la Dreta de l'Eixample,Foreign countries,2510
2019,Eixample,l'Antiga Esquerra de l'Eixample,Foreign countries,2580
2019,Eixample,la Nova Esquerra de l'Eixample,Foreign countries,2595
2019,Eixample,Sant Antoni,Foreign countries,1806
2019,Sants-Montjuic,el Poble Sec,Foreign countries,2336
2019,Sants-Montjuic,la Marina del Prat Vermell,Foreign countries,14
2019,Sants-Montjuic,la Marina de Port,Foreign countries,898
2019,Sants-Montjuic,la Font de la Guatlla,Foreign countries,412
2019,Sants-Montjuic,Hostafrancs,Foreign countries,725
2019,Sants-Montjuic,la Bordeta,Foreign countries,528
2019,Sants-Montjuic,Sants - Badal,Foreign countries,1019
2019,Sants-Montjuic,Sants,Foreign countries,2503
2019,Les Corts,les Corts,Foreign countries,1420
2019,Les Corts,la Maternitat i Sant Ramon,Foreign countries,807
2019,Les Corts,Pedralbes,Foreign countries,415
2019,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Foreign countries,66
2019,Sarria-Sant Gervasi,Sarria,Foreign countries,654
2019,Sarria-Sant Gervasi,les Tres Torres,Foreign countries,361
2019,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Foreign countries,933
2019,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Foreign countries,1278
2019,Sarria-Sant Gervasi,el Putxet i el Farro,Foreign countries,963
2019,Gracia,Vallcarca i els Penitents,Foreign countries,459
2019,Gracia,el Coll,Foreign countries,269
2019,Gracia,la Salut,Foreign countries,371
2019,Gracia,la Vila de Gracia,Foreign countries,2419
2019,Gracia,el Camp d'en Grassot i Gracia Nova,Foreign countries,1307
2019,Horta-Guinardo,el Baix Guinardo,Foreign countries,775
2019,Horta-Guinardo,Can Baro,Foreign countries,281
2019,Horta-Guinardo,el Guinardo,Foreign countries,1110
2019,Horta-Guinardo,la Font d'en Fargues,Foreign countries,139
2019,Horta-Guinardo,el Carmel,Foreign countries,1028
2019,Horta-Guinardo,la Teixonera,Foreign countries,410
2019,Horta-Guinardo,Sant Genis dels Agudells,Foreign countries,273
2019,Horta-Guinardo,Montbau,Foreign countries,180
2019,Horta-Guinardo,la Vall d'Hebron,Foreign countries,97
2019,Horta-Guinardo,la Clota,Foreign countries,23
2019,Horta-Guinardo,Horta,Foreign countries,1160
2019,Nou Barris,Vilapicina i la Torre Llobeta,Foreign countries,703
2019,Nou Barris,Porta,Foreign countries,1524
2019,Nou Barris,el Turo de la Peira,Foreign countries,636
2019,Nou Barris,Can Peguera,Foreign countries,20
2019,Nou Barris,la Guineueta,Foreign countries,275
2019,Nou Barris,Canyelles,Foreign countries,75
2019,Nou Barris,les Roquetes,Foreign countries,626
2019,Nou Barris,Verdun,Foreign countries,426
2019,Nou Barris,la Prosperitat,Foreign countries,717
2019,Nou Barris,la Trinitat Nova,Foreign countries,255
2019,Nou Barris,Torre Baro,Foreign countries,74
2019,Nou Barris,Ciutat Meridiana,Foreign countries,423
2019,Nou Barris,Vallbona,Foreign countries,37
2019,Sant Andreu,la Trinitat Vella,Foreign countries,381
2019,Sant Andreu,Baro de Viver,Foreign countries,44
2019,Sant Andreu,el Bon Pastor,Foreign countries,607
2019,Sant Andreu,Sant Andreu,Foreign countries,950
2019,Sant Andreu,la Sagrera,Foreign countries,803
2019,Sant Andreu,el Congres i els Indians,Foreign countries,414
2019,Sant Andreu,Navas,Foreign countries,621
2019,Sant Marti,el Camp de l'Arpa del Clot,Foreign countries,1477
2019,Sant Marti,el Clot,Foreign countries,830
2019,Sant Marti,el Parc i la Llacuna del Poblenou,Foreign countries,653
2019,Sant Marti,la Vila Olimpica del Poblenou,Foreign countries,288
2019,Sant Marti,el Poblenou,Foreign countries,1106
2019,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Foreign countries,457
2019,Sant Marti,el Besos i el Maresme,Foreign countries,1712
2019,Sant Marti,Provencals del Poblenou,Foreign countries,586
2019,Sant Marti,Sant Marti de Provencals,Foreign countries,607
2019,Sant Marti,la Verneda i la Pau,Foreign countries,599
2020,Ciutat Vella,el Raval,Andalusia,97
2020,Ciutat Vella,el Barri Gotic,Andalusia,58
2020,Ciutat Vella,la Barceloneta,Andalusia,44
2020,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Andalusia,28
2020,Eixample,el Fort Pienc,Andalusia,47
2020,Eixample,la Sagrada Familia,Andalusia,90
2020,Eixample,la Dreta de l'Eixample,Andalusia,57
2020,Eixample,l'Antiga Esquerra de l'Eixample,Andalusia,49
2020,Eixample,la Nova Esquerra de l'Eixample,Andalusia,69
2020,Eixample,Sant Antoni,Andalusia,54
2020,Sants-Montjuic,el Poble Sec,Andalusia,48
2020,Sants-Montjuic,la Marina del Prat Vermell,Andalusia,0
2020,Sants-Montjuic,la Marina de Port,Andalusia,23
2020,Sants-Montjuic,la Font de la Guatlla,Andalusia,12
2020,Sants-Montjuic,Hostafrancs,Andalusia,18
2020,Sants-Montjuic,la Bordeta,Andalusia,19
2020,Sants-Montjuic,Sants - Badal,Andalusia,31
2020,Sants-Montjuic,Sants,Andalusia,80
2020,Les Corts,les Corts,Andalusia,38
2020,Les Corts,la Maternitat i Sant Ramon,Andalusia,13
2020,Les Corts,Pedralbes,Andalusia,20
2020,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Andalusia,4
2020,Sarria-Sant Gervasi,Sarria,Andalusia,5
2020,Sarria-Sant Gervasi,les Tres Torres,Andalusia,3
2020,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Andalusia,7
2020,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Andalusia,19
2020,Sarria-Sant Gervasi,el Putxet i el Farro,Andalusia,27
2020,Gracia,Vallcarca i els Penitents,Andalusia,18
2020,Gracia,el Coll,Andalusia,10
2020,Gracia,la Salut,Andalusia,16
2020,Gracia,la Vila de Gracia,Andalusia,57
2020,Gracia,el Camp d'en Grassot i Gracia Nova,Andalusia,33
2020,Horta-Guinardo,el Baix Guinardo,Andalusia,35
2020,Horta-Guinardo,Can Baro,Andalusia,5
2020,Horta-Guinardo,el Guinardo,Andalusia,34
2020,Horta-Guinardo,la Font d'en Fargues,Andalusia,8
2020,Horta-Guinardo,el Carmel,Andalusia,51
2020,Horta-Guinardo,la Teixonera,Andalusia,16
2020,Horta-Guinardo,Sant Genis dels Agudells,Andalusia,8
2020,Horta-Guinardo,Montbau,Andalusia,4
2020,Horta-Guinardo,la Vall d'Hebron,Andalusia,6
2020,Horta-Guinardo,la Clota,Andalusia,1
2020,Horta-Guinardo,Horta,Andalusia,17
2020,Nou Barris,Vilapicina i la Torre Llobeta,Andalusia,24
2020,Nou Barris,Porta,Andalusia,35
2020,Nou Barris,el Turo de la Peira,Andalusia,15
2020,Nou Barris,Can Peguera,Andalusia,0
2020,Nou Barris,la Guineueta,Andalusia,8
2020,Nou Barris,Canyelles,Andalusia,4
2020,Nou Barris,les Roquetes,Andalusia,14
2020,Nou Barris,Verdun,Andalusia,5
2020,Nou Barris,la Prosperitat,Andalusia,17
2020,Nou Barris,la Trinitat Nova,Andalusia,4
2020,Nou Barris,Torre Baro,Andalusia,2
2020,Nou Barris,Ciutat Meridiana,Andalusia,6
2020,Nou Barris,Vallbona,Andalusia,0
2020,Sant Andreu,la Trinitat Vella,Andalusia,9
2020,Sant Andreu,Baro de Viver,Andalusia,5
2020,Sant Andreu,el Bon Pastor,Andalusia,21
2020,Sant Andreu,Sant Andreu,Andalusia,47
2020,Sant Andreu,la Sagrera,Andalusia,29
2020,Sant Andreu,el Congres i els Indians,Andalusia,10
2020,Sant Andreu,Navas,Andalusia,24
2020,Sant Marti,el Camp de l'Arpa del Clot,Andalusia,43
2020,Sant Marti,el Clot,Andalusia,28
2020,Sant Marti,el Parc i la Llacuna del Poblenou,Andalusia,13
2020,Sant Marti,la Vila Olimpica del Poblenou,Andalusia,8
2020,Sant Marti,el Poblenou,Andalusia,34
2020,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Andalusia,7
2020,Sant Marti,el Besos i el Maresme,Andalusia,29
2020,Sant Marti,Provencals del Poblenou,Andalusia,16
2020,Sant Marti,Sant Marti de Provencals,Andalusia,44
2020,Sant Marti,la Verneda i la Pau,Andalusia,22
2020,Ciutat Vella,el Raval,Aragon,23
2020,Ciutat Vella,el Barri Gotic,Aragon,16
2020,Ciutat Vella,la Barceloneta,Aragon,10
2020,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Aragon,8
2020,Eixample,el Fort Pienc,Aragon,15
2020,Eixample,la Sagrada Familia,Aragon,17
2020,Eixample,la Dreta de l'Eixample,Aragon,26
2020,Eixample,l'Antiga Esquerra de l'Eixample,Aragon,20
2020,Eixample,la Nova Esquerra de l'Eixample,Aragon,23
2020,Eixample,Sant Antoni,Aragon,12
2020,Sants-Montjuic,el Poble Sec,Aragon,21
