Year,District,Neighbourhood,Place_of_origin,Amount
2021,Nou Barris,Porta,Murcia,12
2021,Nou Barris,Porta,Navarra,3
2021,Nou Barris,Porta,Basque Country,5
2021,Nou Barris,Porta,Rioja,2
2021,Nou Barris,Porta,Ceuta,0
2021,Nou Barris,Porta,Melilla,0
2021,Nou Barris,Porta,Foreign countries,702
2021,Nou Barris,el Turo de la Peira,Andalusia,18
2021,Nou Barris,el Turo de la Peira,Aragon,4
2021,Nou Barris,el Turo de la Peira,Asturias,1
2021,Nou Barris,el Turo de la Peira,Balearic Islands,12
2021,Nou Barris,el Turo de la Peira,Canary Islands,11
2021,Nou Barris,el Turo de la Peira,Cantabria,0
2021,Nou Barris,el Turo de la Peira,Castile and Leon,7
2021,Nou Barris,el Turo de la Peira,Castile-La Mancha,3
2021,Nou Barris,el Turo de la Peira,Catalonia,368
2021,Nou Barris,el Turo de la Peira,Valencian Community,12
2021,Nou Barris,el Turo de la Peira,Extremadura,0
2021,Nou Barris,el Turo de la Peira,Galicia,2
2021,Nou Barris,el Turo de la Peira,Community of Madrid,20
2021,Nou Barris,el Turo de la Peira,Murcia,7
2021,Nou Barris,el Turo de la Peira,Navarra,5
2021,Nou Barris,el Turo de la Peira,Basque Country,4
2021,Nou Barris,el Turo de la Peira,Rioja,0
2021,Nou Barris,el Turo de la Peira,Ceuta,0
2021,Nou Barris,el Turo de la Peira,Melilla,2
2021,Nou Barris,el Turo de la Peira,Foreign countries,321
2021,Nou Barris,Can Peguera,Andalusia,0
2021,Nou Barris,Can Peguera,Aragon,0
2021,Nou Barris,Can Peguera,Asturias,0
2021,Nou Barris,Can Peguera,Balearic Islands,0
2021,Nou Barris,Can Peguera,Canary Islands,0
2021,Nou Barris,Can Peguera,Cantabria,0
2021,Nou Barris,Can Peguera,Castile and Leon,0
2021,Nou Barris,Can Peguera,Castile-La Mancha,0
2021,Nou Barris,Can Peguera,Catalonia,36
2021,Nou Barris,Can Peguera,Valencian Community,1
2021,Nou Barris,Can Peguera,Extremadura,0
2021,Nou Barris,Can Peguera,Galicia,0
2021,Nou Barris,Can Peguera,Community of Madrid,2
2021,Nou Barris,Can Peguera,Murcia,0
2021,Nou Barris,Can Peguera,Navarra,0
2021,Nou Barris,Can Peguera,Basque Country,0
2021,Nou Barris,Can Peguera,Rioja,0
2021,Nou Barris,Can Peguera,Ceuta,0
2021,Nou Barris,Can Peguera,Melilla,0
2021,Nou Barris,Can Peguera,Foreign countries,13
2021,Nou Barris,la Guineueta,Andalusia,13
2021,Nou Barris,la Guineueta,Aragon,3
2021,Nou Barris,la Guineueta,Asturias,0
2021,Nou Barris,la Guineueta,Balearic Islands,2
2021,Nou Barris,la Guineueta,Canary Islands,3
2021,Nou Barris,la Guineueta,Cantabria,0
2021,Nou Barris,la Guineueta,Castile and Leon,2
2021,Nou Barris,la Guineueta,Castile-La Mancha,1
2021,Nou Barris,la Guineueta,Catalonia,204
2021,Nou Barris,la Guineueta,Valencian Community,10
2021,Nou Barris,la Guineueta,Extremadura,1
2021,Nou Barris,la Guineueta,Galicia,1
2021,Nou Barris,la Guineueta,Community of Madrid,13
2021,Nou Barris,la Guineueta,Murcia,1
2021,Nou Barris,la Guineueta,Navarra,0
2021,Nou Barris,la Guineueta,Basque Country,3
2021,Nou Barris,la Guineueta,Rioja,0
2021,Nou Barris,la Guineueta,Ceuta,0
2021,Nou Barris,la Guineueta,Melilla,0
2021,Nou Barris,la Guineueta,Foreign countries,135
2021,Nou Barris,Canyelles,Andalusia,7
2021,Nou Barris,Canyelles,Aragon,1
2021,Nou Barris,Canyelles,Asturias,1
2021,Nou Barris,Canyelles,Balearic Islands,0
2021,Nou Barris,Canyelles,Canary Islands,3
2021,Nou Barris,Canyelles,Cantabria,0
2021,Nou Barris,Canyelles,Castile and Leon,0
2021,Nou Barris,Canyelles,Castile-La Mancha,0
2021,Nou Barris,Canyelles,Catalonia,74
2021,Nou Barris,Canyelles,Valencian Community,3
2021,Nou Barris,Canyelles,Extremadura,0
2021,Nou Barris,Canyelles,Galicia,0
2021,Nou Barris,Canyelles,Community of Madrid,3
2021,Nou Barris,Canyelles,Murcia,0
2021,Nou Barris,Canyelles,Navarra,6
2021,Nou Barris,Canyelles,Basque Country,0
2021,Nou Barris,Canyelles,Rioja,0
2021,Nou Barris,Canyelles,Ceuta,0
2021,Nou Barris,Canyelles,Melilla,0
2021,Nou Barris,Canyelles,Foreign countries,36
2021,Nou Barris,les Roquetes,Andalusia,20
2021,Nou Barris,les Roquetes,Aragon,3
2021,Nou Barris,les Roquetes,Asturias,1
2021,Nou Barris,les Roquetes,Balearic Islands,6
2021,Nou Barris,les Roquetes,Canary Islands,6
2021,Nou Barris,les Roquetes,Cantabria,6
2021,Nou Barris,les Roquetes,Castile and Leon,7
2021,Nou Barris,les Roquetes,Castile-La Mancha,5
2021,Nou Barris,les Roquetes,Catalonia,345
2021,Nou Barris,les Roquetes,Valencian Community,19
2021,Nou Barris,les Roquetes,Extremadura,5
2021,Nou Barris,les Roquetes,Galicia,5
2021,Nou Barris,les Roquetes,Community of Madrid,14
2021,Nou Barris,les Roquetes,Murcia,3
2021,Nou Barris,les Roquetes,Navarra,0
2021,Nou Barris,les Roquetes,Basque Country,2
2021,Nou Barris,les Roquetes,Rioja,2
2021,Nou Barris,les Roquetes,Ceuta,0
2021,Nou Barris,les Roquetes,Melilla,0
2021,Nou Barris,les Roquetes,Foreign countries,330
2021,Nou Barris,Verdun,Andalusia,16
2021,Nou Barris,Verdun,Aragon,10
2021,Nou Barris,Verdun,Asturias,0
2021,Nou Barris,Verdun,Balearic Islands,7
2021,Nou Barris,Verdun,Canary Islands,7
2021,Nou Barris,Verdun,Cantabria,3
2021,Nou Barris,Verdun,Castile and Leon,6
2021,Nou Barris,Verdun,Castile-La Mancha,3
2021,Nou Barris,Verdun,Catalonia,330
2021,Nou Barris,Verdun,Valencian Community,9
2021,Nou Barris,Verdun,Extremadura,5
2021,Nou Barris,Verdun,Galicia,4
2021,Nou Barris,Verdun,Community of Madrid,19
2021,Nou Barris,Verdun,Murcia,0
2021,Nou Barris,Verdun,Navarra,0
2021,Nou Barris,Verdun,Basque Country,2
2021,Nou Barris,Verdun,Rioja,0
2021,Nou Barris,Verdun,Ceuta,0
2021,Nou Barris,Verdun,Melilla,0
2021,Nou Barris,Verdun,Foreign countries,197
2021,Nou Barris,la Prosperitat,Andalusia,29
2021,Nou Barris,la Prosperitat,Aragon,8
2021,Nou Barris,la Prosperitat,Asturias,1
2021,Nou Barris,la Prosperitat,Balearic Islands,5
2021,Nou Barris,la Prosperitat,Canary Islands,4
2021,Nou Barris,la Prosperitat,Cantabria,0
2021,Nou Barris,la Prosperitat,Castile and Leon,3
2021,Nou Barris,la Prosperitat,Castile-La Mancha,4
2021,Nou Barris,la Prosperitat,Catalonia,498
2021,Nou Barris,la Prosperitat,Valencian Community,23
2021,Nou Barris,la Prosperitat,Extremadura,5
2021,Nou Barris,la Prosperitat,Galicia,8
2021,Nou Barris,la Prosperitat,Community of Madrid,23
2021,Nou Barris,la Prosperitat,Murcia,6
2021,Nou Barris,la Prosperitat,Navarra,1
2021,Nou Barris,la Prosperitat,Basque Country,4
2021,Nou Barris,la Prosperitat,Rioja,0
2021,Nou Barris,la Prosperitat,Ceuta,0
2021,Nou Barris,la Prosperitat,Melilla,0
2021,Nou Barris,la Prosperitat,Foreign countries,365
2021,Nou Barris,la Trinitat Nova,Andalusia,9
2021,Nou Barris,la Trinitat Nova,Aragon,2
2021,Nou Barris,la Trinitat Nova,Asturias,0
2021,Nou Barris,la Trinitat Nova,Balearic Islands,0
2021,Nou Barris,la Trinitat Nova,Canary Islands,0
2021,Nou Barris,la Trinitat Nova,Cantabria,2
2021,Nou Barris,la Trinitat Nova,Castile and Leon,1
2021,Nou Barris,la Trinitat Nova,Castile-La Mancha,1
2021,Nou Barris,la Trinitat Nova,Catalonia,162
2021,Nou Barris,la Trinitat Nova,Valencian Community,8
2021,Nou Barris,la Trinitat Nova,Extremadura,1
2021,Nou Barris,la Trinitat Nova,Galicia,1
2021,Nou Barris,la Trinitat Nova,Community of Madrid,4
2021,Nou Barris,la Trinitat Nova,Murcia,8
2021,Nou Barris,la Trinitat Nova,Navarra,0
2021,Nou Barris,la Trinitat Nova,Basque Country,10
2021,Nou Barris,la Trinitat Nova,Rioja,0
2021,Nou Barris,la Trinitat Nova,Ceuta,0
2021,Nou Barris,la Trinitat Nova,Melilla,0
2021,Nou Barris,la Trinitat Nova,Foreign countries,147
2021,Nou Barris,Torre Baro,Andalusia,2
2021,Nou Barris,Torre Baro,Aragon,1
2021,Nou Barris,Torre Baro,Asturias,0
2021,Nou Barris,Torre Baro,Balearic Islands,0
2021,Nou Barris,Torre Baro,Canary Islands,1
2021,Nou Barris,Torre Baro,Cantabria,0
2021,Nou Barris,Torre Baro,Castile and Leon,0
2021,Nou Barris,Torre Baro,Castile-La Mancha,1
2021,Nou Barris,Torre Baro,Catalonia,60
2021,Nou Barris,Torre Baro,Valencian Community,0
2021,Nou Barris,Torre Baro,Extremadura,1
2021,Nou Barris,Torre Baro,Galicia,0
2021,Nou Barris,Torre Baro,Community of Madrid,6
2021,Nou Barris,Torre Baro,Murcia,0
2021,Nou Barris,Torre Baro,Navarra,0
2021,Nou Barris,Torre Baro,Basque Country,1
2021,Nou Barris,Torre Baro,Rioja,0
2021,Nou Barris,Torre Baro,Ceuta,0
2021,Nou Barris,Torre Baro,Melilla,0
2021,Nou Barris,Torre Baro,Foreign countries,40
2021,Nou Barris,Ciutat Meridiana,Andalusia,10
2021,Nou Barris,Ciutat Meridiana,Aragon,4
2021,Nou Barris,Ciutat Meridiana,Asturias,0
2021,Nou Barris,Ciutat Meridiana,Balearic Islands,4
2021,Nou Barris,Ciutat Meridiana,Canary Islands,10
2021,Nou Barris,Ciutat Meridiana,Cantabria,0
2021,Nou Barris,Ciutat Meridiana,Castile and Leon,4
2021,Nou Barris,Ciutat Meridiana,Castile-La Mancha,5
2021,Nou Barris,Ciutat Meridiana,Catalonia,291
2021,Nou Barris,Ciutat Meridiana,Valencian Community,4
2021,Nou Barris,Ciutat Meridiana,Extremadura,1
2021,Nou Barris,Ciutat Meridiana,Galicia,1
2021,Nou Barris,Ciutat Meridiana,Community of Madrid,13
2021,Nou Barris,Ciutat Meridiana,Murcia,1
2021,Nou Barris,Ciutat Meridiana,Navarra,2
2021,Nou Barris,Ciutat Meridiana,Basque Country,10
2021,Nou Barris,Ciutat Meridiana,Rioja,1
2021,Nou Barris,Ciutat Meridiana,Ceuta,0
2021,Nou Barris,Ciutat Meridiana,Melilla,1
2021,Nou Barris,Ciutat Meridiana,Foreign countries,262
2021,Nou Barris,Vallbona,Andalusia,1
2021,Nou Barris,Vallbona,Aragon,0
2021,Nou Barris,Vallbona,Asturias,0
2021,Nou Barris,Vallbona,Balearic Islands,0
2021,Nou Barris,Vallbona,Canary Islands,0
2021,Nou Barris,Vallbona,Cantabria,0
2021,Nou Barris,Vallbona,Castile and Leon,0
2021,Nou Barris,Vallbona,Castile-La Mancha,0
2021,Nou Barris,Vallbona,Catalonia,49
2021,Nou Barris,Vallbona,Valencian Community,0
2021,Nou Barris,Vallbona,Extremadura,0
2021,Nou Barris,Vallbona,Galicia,0
2021,Nou Barris,Vallbona,Community of Madrid,5
2021,Nou Barris,Vallbona,Murcia,1
2021,Nou Barris,Vallbona,Navarra,0
2021,Nou Barris,Vallbona,Basque Country,0
2021,Nou Barris,Vallbona,Rioja,0
2021,Nou Barris,Vallbona,Ceuta,0
2021,Nou Barris,Vallbona,Melilla,0
2021,Nou Barris,Vallbona,Foreign countries,23
2021,Sant Andreu,la Trinitat Vella,Andalusia,8
2021,Sant Andreu,la Trinitat Vella,Aragon,3
2021,Sant Andreu,la Trinitat Vella,Asturias,0
2021,Sant Andreu,la Trinitat Vella,Balearic Islands,6
2021,Sant Andreu,la Trinitat Vella,Canary Islands,6
2021,Sant Andreu,la Trinitat Vella,Cantabria,0
2021,Sant Andreu,la Trinitat Vella,Castile and Leon,1
2021,Sant Andreu,la Trinitat Vella,Castile-La Mancha,4
2021,Sant Andreu,la Trinitat Vella,Catalonia,265
2021,Sant Andreu,la Trinitat Vella,Valencian Community,8
2021,Sant Andreu,la Trinitat Vella,Extremadura,4
2021,Sant Andreu,la Trinitat Vella,Galicia,2
2021,Sant Andreu,la Trinitat Vella,Community of Madrid,10
2021,Sant Andreu,la Trinitat Vella,Murcia,2
2021,Sant Andreu,la Trinitat Vella,Navarra,2
2021,Sant Andreu,la Trinitat Vella,Basque Country,3
2021,Sant Andreu,la Trinitat Vella,Rioja,1
2021,Sant Andreu,la Trinitat Vella,Ceuta,0
2021,Sant Andreu,la Trinitat Vella,Melilla,1
2021,Sant Andreu,la Trinitat Vella,Foreign countries,220
2021,Sant Andreu,Baro de Viver,Andalusia,0
2021,Sant Andreu,Baro de Viver,Aragon,0
2021,Sant Andreu,Baro de Viver,Asturias,0
2021,Sant Andreu,Baro de Viver,Balearic Islands,7
2021,Sant Andreu,Baro de Viver,Canary Islands,1
2021,Sant Andreu,Baro de Viver,Cantabria,0
2021,Sant Andreu,Baro de Viver,Castile and Leon,0
2021,Sant Andreu,Baro de Viver,Castile-La Mancha,0
2021,Sant Andreu,Baro de Viver,Catalonia,72
2021,Sant Andreu,Baro de Viver,Valencian Community,0
2021,Sant Andreu,Baro de Viver,Extremadura,1
2021,Sant Andreu,Baro de Viver,Galicia,0
2021,Sant Andreu,Baro de Viver,Community of Madrid,0
2021,Sant Andreu,Baro de Viver,Murcia,3
2021,Sant Andreu,Baro de Viver,Navarra,0
2021,Sant Andreu,Baro de Viver,Basque Country,3
2021,Sant Andreu,Baro de Viver,Rioja,0
2021,Sant Andreu,Baro de Viver,Ceuta,0
2021,Sant Andreu,Baro de Viver,Melilla,0
2021,Sant Andreu,Baro de Viver,Foreign countries,35
2021,Sant Andreu,el Bon Pastor,Andalusia,21
2021,Sant Andreu,el Bon Pastor,Aragon,12
2021,Sant Andreu,el Bon Pastor,Asturias,2
2021,Sant Andreu,el Bon Pastor,Balearic Islands,9
2021,Sant Andreu,el Bon Pastor,Canary Islands,3
2021,Sant Andreu,el Bon Pastor,Cantabria,0
2021,Sant Andreu,el Bon Pastor,Castile and Leon,3
2021,Sant Andreu,el Bon Pastor,Castile-La Mancha,2
2021,Sant Andreu,el Bon Pastor,Catalonia,380
2021,Sant Andreu,el Bon Pastor,Valencian Community,11
2021,Sant Andreu,el Bon Pastor,Extremadura,4
2021,Sant Andreu,el Bon Pastor,Galicia,3
2021,Sant Andreu,el Bon Pastor,Community of Madrid,17
2021,Sant Andreu,el Bon Pastor,Murcia,4
2021,Sant Andreu,el Bon Pastor,Navarra,2
2021,Sant Andreu,el Bon Pastor,Basque Country,2
2021,Sant Andreu,el Bon Pastor,Rioja,1
2021,Sant Andreu,el Bon Pastor,Ceuta,1
2021,Sant Andreu,el Bon Pastor,Melilla,4
2021,Sant Andreu,el Bon Pastor,Foreign countries,305
2021,Sant Andreu,Sant Andreu,Andalusia,42
2021,Sant Andreu,Sant Andreu,Aragon,29
2021,Sant Andreu,Sant Andreu,Asturias,4
2021,Sant Andreu,Sant Andreu,Balearic Islands,32
2021,Sant Andreu,Sant Andreu,Canary Islands,19
2021,Sant Andreu,Sant Andreu,Cantabria,2
2021,Sant Andreu,Sant Andreu,Castile and Leon,14
2021,Sant Andreu,Sant Andreu,Castile-La Mancha,14
2021,Sant Andreu,Sant Andreu,Catalonia,855
2021,Sant Andreu,Sant Andreu,Valencian Community,40
2021,Sant Andreu,Sant Andreu,Extremadura,3
2021,Sant Andreu,Sant Andreu,Galicia,18
2021,Sant Andreu,Sant Andreu,Community of Madrid,54
2021,Sant Andreu,Sant Andreu,Murcia,10
2021,Sant Andreu,Sant Andreu,Navarra,12
2021,Sant Andreu,Sant Andreu,Basque Country,24
2021,Sant Andreu,Sant Andreu,Rioja,1
2021,Sant Andreu,Sant Andreu,Ceuta,2
2021,Sant Andreu,Sant Andreu,Melilla,0
2021,Sant Andreu,Sant Andreu,Foreign countries,615
2021,Sant Andreu,la Sagrera,Andalusia,28
2021,Sant Andreu,la Sagrera,Aragon,16
2021,Sant Andreu,la Sagrera,Asturias,6
2021,Sant Andreu,la Sagrera,Balearic Islands,17
2021,Sant Andreu,la Sagrera,Canary Islands,10
2021,Sant Andreu,la Sagrera,Cantabria,3
2021,Sant Andreu,la Sagrera,Castile and Leon,21
2021,Sant Andreu,la Sagrera,Castile-La Mancha,4
2021,Sant Andreu,la Sagrera,Catalonia,579
2021,Sant Andreu,la Sagrera,Valencian Community,36
2021,Sant Andreu,la Sagrera,Extremadura,1
2021,Sant Andreu,la Sagrera,Galicia,12
2021,Sant Andreu,la Sagrera,Community of Madrid,57
2021,Sant Andreu,la Sagrera,Murcia,4
2021,Sant Andreu,la Sagrera,Navarra,3
2021,Sant Andreu,la Sagrera,Basque Country,7
2021,Sant Andreu,la Sagrera,Rioja,1
2021,Sant Andreu,la Sagrera,Ceuta,0
2021,Sant Andreu,la Sagrera,Melilla,0
2021,Sant Andreu,la Sagrera,Foreign countries,549
2021,Sant Andreu,el Congres i els Indians,Andalusia,12
2021,Sant Andreu,el Congres i els Indians,Aragon,9
2021,Sant Andreu,el Congres i els Indians,Asturias,2
2021,Sant Andreu,el Congres i els Indians,Balearic Islands,9
2021,Sant Andreu,el Congres i els Indians,Canary Islands,4
2021,Sant Andreu,el Congres i els Indians,Cantabria,0
2021,Sant Andreu,el Congres i els Indians,Castile and Leon,4
2021,Sant Andreu,el Congres i els Indians,Castile-La Mancha,0
2021,Sant Andreu,el Congres i els Indians,Catalonia,239
2021,Sant Andreu,el Congres i els Indians,Valencian Community,21
2021,Sant Andreu,el Congres i els Indians,Extremadura,1
2021,Sant Andreu,el Congres i els Indians,Galicia,7
2021,Sant Andreu,el Congres i els Indians,Community of Madrid,17
2021,Sant Andreu,el Congres i els Indians,Murcia,0
2021,Sant Andreu,el Congres i els Indians,Navarra,0
2021,Sant Andreu,el Congres i els Indians,Basque Country,2
2021,Sant Andreu,el Congres i els Indians,Rioja,1
2021,Sant Andreu,el Congres i els Indians,Ceuta,0
2021,Sant Andreu,el Congres i els Indians,Melilla,0
2021,Sant Andreu,el Congres i els Indians,Foreign countries,208
2021,Sant Andreu,Navas,Andalusia,31
2021,Sant Andreu,Navas,Aragon,15
2021,Sant Andreu,Navas,Asturias,2
2021,Sant Andreu,Navas,Balearic Islands,12
2021,Sant Andreu,Navas,Canary Islands,7
2021,Sant Andreu,Navas,Cantabria,1
2021,Sant Andreu,Navas,Castile and Leon,6
2021,Sant Andreu,Navas,Castile-La Mancha,4
2021,Sant Andreu,Navas,Catalonia,364
2021,Sant Andreu,Navas,Valencian Community,22
2021,Sant Andreu,Navas,Extremadura,5
2021,Sant Andreu,Navas,Galicia,12
2021,Sant Andreu,Navas,Community of Madrid,28
2021,Sant Andreu,Navas,Murcia,5
2021,Sant Andreu,Navas,Navarra,0
2021,Sant Andreu,Navas,Basque Country,7
2021,Sant Andreu,Navas,Rioja,1
2021,Sant Andreu,Navas,Ceuta,2
2021,Sant Andreu,Navas,Melilla,1
2021,Sant Andreu,Navas,Foreign countries,405
2021,Sant Marti,el Camp de l'Arpa del Clot,Andalusia,58
2021,Sant Marti,el Camp de l'Arpa del Clot,Aragon,19
2021,Sant Marti,el Camp de l'Arpa del Clot,Asturias,7
2021,Sant Marti,el Camp de l'Arpa del Clot,Balearic Islands,35
2021,Sant Marti,el Camp de l'Arpa del Clot,Canary Islands,24
2021,Sant Marti,el Camp de l'Arpa del Clot,Cantabria,7
2021,Sant Marti,el Camp de l'Arpa del Clot,Castile and Leon,24
2021,Sant Marti,el Camp de l'Arpa del Clot,Castile-La Mancha,7
2021,Sant Marti,el Camp de l'Arpa del Clot,Catalonia,762
2021,Sant Marti,el Camp de l'Arpa del Clot,Valencian Community,53
2021,Sant Marti,el Camp de l'Arpa del Clot,Extremadura,4
2021,Sant Marti,el Camp de l'Arpa del Clot,Galicia,23
2021,Sant Marti,el Camp de l'Arpa del Clot,Community of Madrid,69
2021,Sant Marti,el Camp de l'Arpa del Clot,Murcia,8
2021,Sant Marti,el Camp de l'Arpa del Clot,Navarra,9
2021,Sant Marti,el Camp de l'Arpa del Clot,Basque Country,18
2021,Sant Marti,el Camp de l'Arpa del Clot,Rioja,1
2021,Sant Marti,el Camp de l'Arpa del Clot,Ceuta,0
2021,Sant Marti,el Camp de l'Arpa del Clot,Melilla,0
2021,Sant Marti,el Camp de l'Arpa del Clot,Foreign countries,1070
2021,Sant Marti,el Clot,Andalusia,21
2021,Sant Marti,el Clot,Aragon,23
2021,Sant Marti,el Clot,Asturias,1
2021,Sant Marti,el Clot,Balearic Islands,15
2021,Sant Marti,el Clot,Canary Islands,19
2021,Sant Marti,el Clot,Cantabria,1
2021,Sant Marti,el Clot,Castile and Leon,15
2021,Sant Marti,el Clot,Castile-La Mancha,6
2021,Sant Marti,el Clot,Catalonia,448
2021,Sant Marti,el Clot,Valencian Community,38
2021,Sant Marti,el Clot,Extremadura,1
2021,Sant Marti,el Clot,Galicia,12
2021,Sant Marti,el Clot,Community of Madrid,39
2021,Sant Marti,el Clot,Murcia,4
2021,Sant Marti,el Clot,Navarra,5
2021,Sant Marti,el Clot,Basque Country,11
2021,Sant Marti,el Clot,Rioja,1
2021,Sant Marti,el Clot,Ceuta,2
2021,Sant Marti,el Clot,Melilla,0
2021,Sant Marti,el Clot,Foreign countries,627
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Andalusia,18
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Aragon,5
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Asturias,2
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Balearic Islands,11
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Canary Islands,6
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Cantabria,5
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Castile and Leon,9
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Castile-La Mancha,1
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Catalonia,301
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Valencian Community,23
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Extremadura,1
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Galicia,10
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Community of Madrid,36
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Murcia,1
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Navarra,2
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Basque Country,7
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Rioja,1
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Ceuta,0
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Melilla,0
2021,Sant Marti,el Parc i la Llacuna del Poblenou,Foreign countries,708
2021,Sant Marti,la Vila Olimpica del Poblenou,Andalusia,11
2021,Sant Marti,la Vila Olimpica del Poblenou,Aragon,0
2021,Sant Marti,la Vila Olimpica del Poblenou,Asturias,0
2021,Sant Marti,la Vila Olimpica del Poblenou,Balearic Islands,8
2021,Sant Marti,la Vila Olimpica del Poblenou,Canary Islands,6
2021,Sant Marti,la Vila Olimpica del Poblenou,Cantabria,0
2021,Sant Marti,la Vila Olimpica del Poblenou,Castile and Leon,2
2021,Sant Marti,la Vila Olimpica del Poblenou,Castile-La Mancha,0
2021,Sant Marti,la Vila Olimpica del Poblenou,Catalonia,129
2021,Sant Marti,la Vila Olimpica del Poblenou,Valencian Community,12
2021,Sant Marti,la Vila Olimpica del Poblenou,Extremadura,0
2021,Sant Marti,la Vila Olimpica del Poblenou,Galicia,7
2021,Sant Marti,la Vila Olimpica del Poblenou,Community of Madrid,14
2021,Sant Marti,la Vila Olimpica del Poblenou,Murcia,6
2021,Sant Marti,la Vila Olimpica del Poblenou,Navarra,1
2021,Sant Marti,la Vila Olimpica del Poblenou,Basque Country,3
2021,Sant Marti,la Vila Olimpica del Poblenou,Rioja,0
2021,Sant Marti,la Vila Olimpica del Poblenou,Ceuta,0
2021,Sant Marti,la Vila Olimpica del Poblenou,Melilla,0
2021,Sant Marti,la Vila Olimpica del Poblenou,Foreign countries,310
2021,Sant Marti,el Poblenou,Andalusia,27
2021,Sant Marti,el Poblenou,Aragon,7
2021,Sant Marti,el Poblenou,Asturias,3
2021,Sant Marti,el Poblenou,Balearic Islands,31
2021,Sant Marti,el Poblenou,Canary Islands,40
2021,Sant Marti,el Poblenou,Cantabria,3
2021,Sant Marti,el Poblenou,Castile and Leon,4
2021,Sant Marti,el Poblenou,Castile-La Mancha,7
2021,Sant Marti,el Poblenou,Catalonia,541
