rank;name;country_of_origin;retail_revenue;parent_company_revenue;parent_company_net_income;dominant_operational_format;countries_of_operation;retail_revenue_cagr
30;Publix Super Markets, Inc.;US;32619.0;32619.0;1965.0;Supermarket;1;0.052
31;The TJX Companies, Inc.;US;30945.0;30945.0;2278.0;Apparel/Footwear Specialty;10;0.071
32;ITM Développement International (Intermarché);France;30857.0;44098.0;;Supermarket;4;0.017
33;Apple Inc. / Apple Retail Stores;US;28000.0;233715.0;53394.0;Electronics Specialty;19;0.234
34;Delhaize Group SA (now Ahold Delhaize);Belgium;27097.0;27097.0;408.0;Supermarket;7;0.032
35;Macy's, Inc.;US;27079.0;27079.0;1070.0;Department Store;3;0.016
36;JD.com, Inc;China;26991.0;29175.0;1511.0;Non-Store;2;0.813
37;Rite Aid Corporation;US;26866.0;30737.0;165.0;Drug Store/Pharmacy;1;0.013
38;LVMH Moët Hennessy-;France;25605.0;39615.0;4444.0;Other Specialty;80;0.132
39;Sears Holdings Corporation;US;25146.0;25146.0;1128.0;Department Store;2;-0.103
40;Wm Morrison Supermarkets PLC;UK;24551.0;24551.0;338.0;Supermarket;1;-0.004
41;Migros-Genossenschafts Bund;Switzerland;24391.0;28522.0;823.0;Hypermarket/Supercenter/Superstore;3;0.019
42;Lotte Shopping Co., Ltd.;S. Korea;24346.0;25749.0;305.0;Hypermarket/Supercenter/Superstore;6;0.09
43;Inditex, S.A.;Spain;23074.0;23074.0;3182.0;Apparel/Footwear Specialty;88;0.108
44;H.E. Butt Grocery Company;US;23000.0;23000.0;;Supermarket;2;0.078
45;Coop Group;Switzerland;22449.0;28029.0;553.0;Supermarket;6;0.03
46;Suning Commerce Group Co., Ltd.;China;21814.0;21814.0;122.0;Electronics Specialty;2;0.124
47;H & M Hennes & Mauritz AB;Sweden;21678.0;21678.0;2505.0;Apparel/Footwear Specialty;61;0.108
48;Mercadona, S.A.;Spain;21171.0;21171.0;679.0;Supermarket;1;0.046
49;Système U, Centrale Nationale;France;20694.0;26048.0;;Supermarket;4;0.039
50;Dollar General Corporation;US;20369.0;20369.0;1165.0;Discount Store;1;0.093
51;A.S. Watson Group;Hong Kong;19594.0;19594.0;;Drug Store/Pharmacy;25;0.043
52;Kohl's Corporation;US;19204.0;19204.0;673.0;Department Store;1;0.009
53;Empire Company Limited;Canada;18755.0;18755.0;1611.0;Supermarket;1;0.093
54;China Resources Vanguard Co., Ltd.;China;17606.0;17606.0;;Hypermarket/Supercenter/Superstore;1;0.088
55;Groupe Adeo SA;France;16901.0;19883.0;;Home Improvement;12;0.073
56;Meijer, Inc.;US;16900.0;16900.0;;Hypermarket/Supercenter/Superstore;1;0.035
57;Cencosud S.A.;Chile;16198.0;16850.0;356.0;Supermarket;5;0.124
58;Marks and Spencer Group plc;UK;15923.0;15923.0;610.0;Department Store;52;0.016
59;Kingfisher plc;UK;15900.0;15900.0;627.0;Home improvement;10;0.0
60;The Gap, Inc.;US;15797.0;15797.0;920.0;Apparel/Footwear Specialty;56;0.015
61;"PJSC ""Magnit""";Russia;15677.0;15723.0;977.0;Convenience/Forecourt Store;1;0.32
62;Dollar Tree, Inc.;US;15498.0;15498.0;282.0;Discount Store;2;0.214
63;Whole Foods Market, Inc.;US;15389.0;15389.0;536.0;Supermarket;3;0.113
64;Jerónimo Martins, SGPS, S.A.;Portugal;15249.0;15249.0;398.0;Discount Store;3;0.101
65;John Lewis Partnership plc;UK;14845.0;14845.0;340.0;Supermarket;5;0.058
66;Dixons Carphone plc;UK;14411.0;14640.0;242.0;Electronics Specialty;10;0.028
67;Fast Retailing Co., Ltd.;Japan;14239.0;14262.0;995.0;Apparel/Footwear Specialty;31;0.156
68;Nordstrom, Inc.;US;14095.0;14437.0;600.0;Department Store;3;0.086
69;Gome Home Appliance Group;China;14038.0;14038.0;279.0;Electronics Specialty;1;0.038
70;Yamada Denki Co., Ltd.;Japan;13434.0;13434.0;266.0;Electronics Specialty;7;-0.056
71;X5 Retail Group N.V.;Russia;13378.0;13378.0;234.0;Discount Store;1;0.187
72;Steinhoff International Holdings N.V.;S. Africa;13155.0;14499.0;1302.0;Other Specialty;29;0.445
73;El Corte Inglés, S.A.;Spain;13086.0;16773.0;174.0;Department Store;9;-0.02
74;J. C. Penney Company, Inc.;US;12625.0;12625.0;513.0;Department Store;2;-0.066
75;BJ's Wholesale Club, Inc.;US;12500.0;12500.0;;Cash & Carry/Warehouse Club;1;0.028
76;Coop Italia;Italy;12496.0;13885.0;160.0;Hypermarket/Supercenter/Superstore;1;-0.002
77;Conad Consorzio Nazionale, Dettaglianti Soc.;Italy;12196.0;13552.0;;Supermarket;3;0.037
78;L Brands, Inc.;US;12154.0;12154.0;1253.0;Apparel/Footwear Specialty;80;0.048
79;Bed Bath and Beyond Inc.;US;12104.0;12104.0;841.0;Other Specialty;4;0.067
80;Ross Stores, Inc.;US;11940.0;11940.0;1021.0;Apparel/Footwear Specialty;1;0.087
81;CP ALL Plc.;Thailand;11890.0;11897.0;405.0;Convenience/Forecourt Store;1;0.24
82;"Toys ""R"" Us, Inc.";US;11802.0;11802.0;124.0;Other Specialty;40;-0.032
83;ICA Gruppen AB;Sweden;11752;12018;583.0;Supermarket;5;0.015
84;Southeastern Grocers, LLC;US; 11145;11145;;Supermarket;1;0.34600000000000003
85;Dairy Farm International Holdings Limited;Hong Kong;11137;11137;418.0;Supermarket;11;0.069
86;E-MART Inc.;S. Korea;11081;12058;403.0;Hypermarket/Supercenter/Superstore;3;
87;Co-operative Group Ltd.;UK;10761;14223;23.0;Supermarket;1;-0.034
88;S.A.C.I. Falabella;Chile;10748;11894;880.0;Department Store;6;0.134
89;Staples, Inc.;US;10720;21059;379.0;Other Specialty;13;-0.036000000000000004
90;Isetan Mitsukoshi Holdings Ltd.;Japan;10658;10723;212.0;Department Store;8;0.013999999999999999
91;S Group;Finland;10627;12001;338.0;Supermarket;5;0.023
92;Otto (GmbH & Co KG);Germany;10567;14157;-209.0;Non-Store;58;-0.008
93;AutoZone, Inc.;US;10187;10187;1160.0;Other Specialty;4;0.067
94;Décathlon S.A.;France;10108;10108;;Other Specialty;30;0.08800000000000001
95;Spar Holding AG;Austria;10047;10133;188.0;Supermarket;8;0.017
96;Menard, Inc.;US;10000;10000;;Home Improvement;1;0.038
97;Liberty Interactive Corporation;US;9989;9989;911.0;Non-Store;10;0.023
98;Metro Inc.;Canada;9987;9987;424.0;Supermarket;1;0.015
99;Distribuidora Internacional de Alimentación, S.A. (Dia, S.A.);Spain;9914;10021;332.0;Discount Store;5;
100;Advance Auto Parts, Inc.;US;9737;9737;473.0;Other Specialty;3;0.10400000000000001
101;Giant Eagle, Inc.;US;9600;9600;;Supermarket;1;0.006
102;FEMSA Comercio, S.A. de C.V.;Mexico;9572;9572;;Convenience/Forecourt Store;3;0.19399999999999998
103;SuperValu Inc.;US;9392;17529;186.0;Supermarket;1;-0.201
104;GameStop Corp.;US;9364;9364;403.0;Other Specialty;15;-0.002
105;Hy-Vee, Inc.;US;9300;9300;;Supermarket;1;0.062
106;dm-drogerie markt GmbH + Co. KG;Germany;9299;10424;;Drug Store/Pharmacy;12;0.09699999999999999
107;Louis Delhaize S.A.;Belgium;9219;12219;;Hypermarket/Supercenter/Superstore;4;-0.037000000000000005
108;NorgesGruppen ASA;Norway;9134;9485;294.0;Discount Store;1;0.065
109;Tengelmann Warenhandelsgesellschaft KG;Germany;9042;9153;;Home Improvement;13;0.004
110;Shoprite Holdings Ltd.;S. Africa;9038;9038;337.0;Supermarket;15;0.125
111;Dirk Rossmann GmbH;Germany;8775;8775;;Drug Store/Pharmacy;6;0.113
112;Canadian Tire Corporation, Limited;Canada;8679;9627;577.0;Other Specialty;1;0.062
113;J. Front Retailing Co., Ltd.;Japan;8646;9646;248.0;Department Store;2;0.040999999999999995
114;Hudson's Bay Company;Canada;8632;8632;299.0;Department Store;9;0.087
115;Dansk Supermarked A/S;Denmark;8510;8558;258.0;Discount Store;4;-0.003
116;UNY Group Holdings Co., Ltd.;Japan;8309;8611;-29.0;Hypermarket/Supercenter/Superstore;3;-0.017
117;Associated British Foods plc / Primark;UK;8307;19886;814.0;Apparel/Footwear Specialty;10;0.14400000000000002
118;O'Reilly Automotive, Inc.;US;7967;7967;931.0;Other Specialty;1;0.081
119;Wegmans Food Markets, Inc.;US;7900;7900;;Supermarket;1;0.068
120;Colruyt Group;Belgium;7894;10135;405.0;Supermarket;3;0.05
121;Shanghai Bailian Group Co., Ltd.;China;7894;7921;205.0;Hypermarket/Supercenter/Superstore;1;0.09699999999999999
122;Globus Holding GmbH & Co. KG;Germany;7860;7860;;Hypermarket/Supercenter/Superstore;4;0.031
123;NIKE, Inc. / Direct to Consumer;US;7857;32376;3760.0;Apparel/Footwear Specialty;66;0.223
124;C&A Europe;Belgium/Germany;7715;7715;;Apparel/Footwear Specialty;20;0.012
125;Esselunga S.p.A.;Italy;7448;8122;322.0;Hypermarket/Supercenter/Superstore;1;0.027999999999999997
126;Foot Locker, Inc.;US;7412.0;7412.0;541.0;Apparel/Footwear Specialty;30;0.08
127;PetSmart, Inc.;US;7300.0;7300.0;;Other Specialty;3;0.051
128;Chow Tai Fook Jewellery Group Limited;Hong Kong;7295.0;7295.0;384.0;Other Specialty;8;0.101
129;Dick's Sporting Goods, Inc.;US;7271.0;7271.0;330.0;Other Specialty;1;0.083
130;Office Depot, Inc.;US;7250.0;14485.0;8.0;Other Specialty;8;0.027
131;Kesko Corporation;Finland;7247.0;9640.0;130.0;Supermarket;8;
132;H2O Retailing Corporation;Japan;7231.0;7628.0;117.0;Department Store;2;0.145
133;The Sherwin-Williams Company / Paint Stores;US;7209.0;11339.0;1054.0;Home Improvement;9;0.105
134;Army and Air Force Exchange Service (AAFES);US;7206.0;7206.0;241.0;Convenience/Forecourt Store;33;-0.038
135;Reitan Group;Norway;7092.0;7751.0;303.0;Discount Store;7;0.108
136;Takashimaya Company, Ltd.;Japan;7047.0;7706.0;201.0;Department Store;4;0.009
137;Kering S.A.;France;7039.0;12867.0;801.0;Apparel/Footwear Specialty;95;-0.107
138;Central Group;Thailand;7029.0;8308.0;;Department Store;6;0.196
139;Organización Soriana, S.A.B. de C.V.;Mexico;6915.0;6915.0;236.0;Hypermarket/Supercenter/Superstore;1;0.031
140;Beisia Group Co., Ltd.;Japan;6864.0;7461.0;;Home Improvement;1;0.016
141;Compagnie Financière Richemont SA;Switzerland;6783.0;12232.0;2459.0;Other Specialty;56;0.121
142;Bic Camera Inc.;Japan;6745.0;6745.0;38.0;Electronics Specialty;1;0.055
143;Dillard's, Inc.;US;6548.0;6755.0;269.0;Department Store;1;0.013
144;Signet Jewelers Limited;Bermuda;6538.0;6550.0;468.0;Other Specialty;5;0.137
145;Belle International Holdings Limited;Hong Kong;6495.0;6495.0;469.0;Apparel/Footwear Specialty;2;0.115
146;Yonghui Superstores Co., Ltd.;China;6469.0;6782.0;97.0;Hypermarket/Supercenter/Superstore;1;0.276
147;BİM Birleşik Mağazalar A.Ş.;Turkey;6439.0;6439.0;215.0;Discount Store;3;0.215
148;Home Retail Group plc;UK;6416.0;6416.0;1224.0;Non-Store;2;-0.063
149;Next plc;UK;6339.0;6361.0;1015.0;Apparel/Footwear Specialty;72;0.048
150;Don Quijote Holdings Co., Ltd.;Japan;6299.0;6525.0;254.0;Discount Department Store;2;0.085
151;Tractor Supply Company;US;6227.0;6227.0;410.0;Other Specialty;1;0.113
152;Dufry AG;Switzerland;6204.0;6389.0;38.0;Other Specialty;63;0.187
153;Emke Group / Lulu Group International;UAE;6200.0;6200.0;;Hypermarket/Supercenter/Superstore;9;0.173
154;WinCo Foods LLC;US;6200.0;6200.0;;Supermarket;1;0.044
155;The SPAR Group Limited;S. Africa;6195.0;6195.0;119.0;Supermarket;10;0.161
156;Coppel S.A. de C.V.;Mexico;6146.0;6146.0;;Department Store;3;0.143
157;Vipshop Holdings Limited;China;6084.0;6206.0;233.0;Non-store;1;1.846
158;President Chain Store Corp.;Taiwan;6080.0;6481.0;298.0;Convenience/Forecourt Store;3;0.044
159;Agrokor d.d.;Croatia;6025.0;7213.0;172.0;Supermarket;5;0.156
160;Majid Al Futtaim Holding LLC;UAE;6011.0;7446.0;901.0;Hypermarket/Supercenter/Superstore;13;0.082
161;Jumbo Groep Holding B.V.;Netherlands;5909.0;5909.0;47.0;Supermarket;1;0.125
162;Yodobashi Camera Co., Ltd.;Japan;5896.0;5896.0;;Electronics Specialty;1;0.002
163;Homeplus Co., Ltd.;S. Korea;5870.0;5870.0;0.0;Hypermarket/Supercenter/Superstore;1;
164;Axel Johnson AB / Axfood, Axstores;Sweden;5853.0;7899.0;186.0;Hypermarket/Supercenter/Superstore;4;0.492
165;Bauhaus GmbH & Co. KG;Germany;5809.0;5809.0;;Home Improvement;19;0.072
166;Edion Corporation;Japan;5765.0;5765.0;50.0;Electronics Specialty;1;-0.051
167;Coop Danmark A/S;Denmark;5703.0;5873.0;36.0;Supermarket;2;0.006
168;Grupo Eroski;Spain;5692.0;5828.0;68.0;Supermarket;3;-0.062
169;Defense Commissary Agency (DeCA);US;5500.0;5500.0;;Supermarket;13;-0.012
170;Lojas Americanas S.A.;Brazil;5479.0;5479.0;76.0;Discount Department Store;1;0.138
171;Pick n Pay Stores Limited;S. Africa;5436.0;5436.0;80.0;Supermarket;7;0.069
172;K’s Holdings Corporation;Japan;5366.0;5366.0;136.0;Electronics Specialty;1;-0.035
173;E.Land World Ltd.;S. Korea;5347.0;6283.0;88.0;Apparel/Footwear Specialty;3;0.085
174;GS Retail Co., Ltd.;S. Korea;5341.0;5545.0;147.0;Convenience/Forecourt Store;1;0.127
175;Sonae, SGPS, SA;Portugal;5314.0;5570.0;196.0;Supermarket;21;0.007
176;Izumi Co., Ltd.;Japan;5295.0;5295.0;152.0;Hypermarket/Supercenter/Superstore;1;0.059
177;Berkshire Hathaway Inc. / Retailing operations;US;5235.0;210821.0;24414.0;Other Specialty;9;0.123
178;Big Lots, Inc.;US;5191.0;5191.0;143.0;Discount Store;1;0.009
179;Burlington Stores, Inc.;US;5130.0;5130.0;150.0;Department Store;2;0.067
180;Deichmann SE;Germany;5110.0;5887.0;;Apparel/Footwear Specialty;24;0.062
181;Neiman Marcus Group LTD LLC;US;5095.0;5095.0;15.0;Department Store;2;0.066
182;Life Corporation;Japan;5077.0;5077.0;66.0;Supermarket;1;0.056
183;El Puerto de Liverpool, S.A.B. de C.V.;Mexico;5010.0;5772.0;582.0;Department Store;1;0.103
184;Coop Norge, the Group;Norway;4990.0;5310.0;140.0;Supermarket;1;0.074
185;Williams-Sonoma, Inc.;US;4976.0;4976.0;310.0;Non-Store;12;0.073
186;Grupo Comercial Chedraui, S.A.B. de C.V.;Mexico;4927.0;4972.0;113.0;Hypermarket/Supercenter/Superstore;2;0.083
187;The Michaels Companies, Inc.;US;4913.0;4913.0;363.0;Other Specialty;2;0.04
188;Gruppo Eurospin;Italy;4805.0;4805.0;;Discount Store;2;0.093
189;Ascena Retail Group, Inc.;US;4803.0;4803.0;237.0;Apparel/Footwear Specialty;2;0.151
190;Demoulas Super Markets, Inc.;US;4750.0;4750.0;;Supermarket;1;0.082
191;SM Investments Corporation;Philippines;4725.0;6515.0;888.0;Hypermarket/Supercenter/Superstore;1;0.09
192;Chongqing Department Store Co., Ltd.;China;4650.0;4841.0;59.0;Department Store;1;0.07
193;Academy Ltd. (dba Academy Sports + Outdoors);US;4600.0;4600.0;;Other Specialty;1;0.112
194;McKesson Corporation / Celesio AG;Germany;4570.0;23649.0;438.0;Drug Store/Pharmacy;8;0.027
195;Dashang Co., Ltd.;China;4545.0;4962.0;99.0;Department Store;1;0.045
196;Shimamura Co., Ltd.;Japan;4527.0;4527.0;205.0;Apparel/Footwear Specialty;3;0.044
197;Woolworths Holdings Limited;S. Africa;4518.0;4518.0;303.0;Department Store;14;0.205
198;OJSC Dixy Group;Russia;4473.0;4505.0;10.0;Supermarket;1;0.335
199;Tsuruha Holdings Inc.;Japan;4468.0;4468.0;166.0;Drug Store/Pharmacy;2;0.12
200;MatsumotoKiyoshi Holdings Co., Ltd.;Japan;4445.0;4465.0;149.0;Drug Store/Pharmacy;2;0.046
201;Forever 21, Inc.;US;4400.0;4400.0;;Apparel/Footwear Specialty;48;0.106
202;Foodstuffs North Island Ltd.;New;4372.0;4372.0;7.0;Supermarket;1;
203;Hermès International SCA;France;4310.0;5377.0;1085.0;Apparel/Footwear Specialty;48;0.151
204;XXXLutz Group;Austria;4307.0;4307.0;;Other Specialty;9;0.069
205;Groupe FNAC S.A.;France;4305.0;4305.0;54.0;Other Specialty;9;
206;The Save Mart Companies;US;4300.0;4300.0;;Supermarket;1;-0.022
207;SHV Holdings N.V. / Makro;Netherlands;4260.0;20160.0;829.0;Cash & Carry/Warehouse Club;5;-0.083
208;PETCO Animal Supplies, Inc.;US;4200.0;4200.0;;Other Specialty;3;0.079
209;Stater Bros. Holdings Inc.;US;4200.0;4200.0;;Supermarket;1;0.031
210;Sundrug Co., Ltd.;Japan;4196.0;4196.0;180.0;Drug Store/Pharmacy;1;0.069
211;Reinalt-Thomas Corporation;US;4196.0;4196.0;;Other Specialty;1;0.069
212;Lenta Group;Russia;4181.0;4181.0;170.0;Hypermarket/Supercenter/Superstore;1;0.29
213;Belk, Inc.;US;4175.0;4175.0;;Department Store;1;0.035
214;Nonggongshang Supermarket (Group) Co. Ltd.;China;4168.0;4588.0;;Supermarket;1;0.005
215;Barnes & Noble, Inc.;US;4164.0;4164.0;24.0;Other Specialty;1;-0.044
216;Arcs Co., Ltd.;Japan;4151.0;4161.0;53.0;Supermarket;1;0.108
217;Lawson, Inc.;Japan;4056.0;4837.0;266.0;Convenience/Forecourt Store;6;0.046
218;Darty plc;UK;4055.0;4055.0;4.0;Electronics Specialty;3;-0.092
219;Müller Holding Ltd. & Co. KG;Germany;4041.0;4041.0;;Drug Store/Pharmacy;7;0.063
220;Iceland Topco Limited;UK;4035.0;4035.0;53.0;Supermarket;7;0.023
221;Sports Direct International plc;UK;4018.0;4366.0;419.0;Other Specialty;24;0.136
222;Smart & Final Stores, Inc.;US;3971.0;3971.0;38.0;Cash & Carry/Warehouse Club;2;0.089
223;Valor Holdings Co., Ltd.;Japan;3940.0;4144.0;89.0;Supermarket;2;0.056
224;Ralph Lauren Corporation;US;3933.0;7405.0;396.0;Apparel/Footwear Specialty;47;0.078
225;HORNBACH Baumarkt AG Group;Germany;3896.0;3896.0;80.0;Home Improvement;9;0.045
226;Tiffany & Co.;US;3855.0;4105.0;464.0;Other Specialty;28;0.056
227;BGFretail Co., Ltd.;S. Korea;3832.0;3832.0;135.0;Convenience/Forecourt Store;2;0.144
228;Coop Sverige AB;Sweden;3828.0;3828.0;20.0;Supermarket;1;
229;Hobby Lobby Stores, Inc.;US;3800.0;3800.0;;Other Specialty;1;0.108
230;Cosmos Pharmaceutical Corp.;Japan;3788.0;3788.0;105.0;Drug Store/Pharmacy;1;0.135
231;Nojima Corporation;Japan;3782.0;3789.0;110.0;Electronics Specialty;1;0.163
232;Coach, Inc.;US;3760.0;4492.0;461.0;Other Specialty;34;0.008
233;Nitori Holdings Co., Ltd.;Japan;3724.0;3798.0;390.0;Other Specialty;3;0.076
234;Ulta Salon, Cosmetics & Fragrance, Inc.;US;3715.0;3924.0;320.0;Other Specialty;1;0.221
235;PT Indomarco Prismatama (Indomaret);Indonesia;3709.0;3709.0;57.0;Convenience/Forecourt Store;1;0.231
236;HSN, Inc.;US;3691.0;3691.0;169.0;Non-Store;1;0.043
237;Tokyu Corporation;Japan;3664.0;9092.0;462.0;Department Store;5;-0.015
238;Ingles Markets, Inc.;US;3636.0;3779.0;59.0;Supermarket;1;0.021
239;PT Sumber Alfaria Trijaya Tbk (Alfamart);Indonesia;3620.0;3620.0;35.0;Convenience/Forecourt Store;1;0.28
240;Savola Group/Panda Retail Company;Saudi Arabia;3609.0;3609.0;39.0;Hypermarket/Supercenter/Superstore;2;0.104
241;Debenhams plc;UK;3609.0;3609.0;145.0;Department Store;27;0.018
242;Sprouts Farmers Market, Inc.;US;3593.0;3593.0;129.0;Supermarket;1;0.474
243;Overwaitea Food Group;Canada;3567.0;3567.0;;Supermarket;1;0.073
244;Grandvision N.V.;Netherlands;3560.0;3560.0;257.0;Other Specialty;44;0.291
245;FamilyMart Co., Ltd.;Japan;3545.0;3545.0;199.0;Convenience/Forecourt Store;7;0.06
246;SMU S.A.;Chile;3538.0;3573.0;0.0;Supermarket;2;0.168
247;American Eagle Outfitters, Inc.;US;3522.0;3522.0;218.0;Apparel/Footwear Specialty;29;0.035
248;Abercrombie & Fitch Co.;US;3519.0;3519.0;39.0;Apparel/Footwear Specialty;22;0.003
249;Norma Lebensmittelfilialbetrieb Stiftung & Co.;Germany;3510.0;3510.0;;Discount Store;4;0.033
250;DCM Holdings Co., Ltd.;Japan;3508.0;3629.0;87.0;Home Improvement;1;0.005
